,Name,link,Year,Age,Team,League,Position,Games Played,TotalMin,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blank,OWS,DWS,WS,WS/48,blank,OBPM,DBPM,BPM,VORP
805,Matt Costello,costema01,2017-18,24,SAS,NBA,C,4,32,9.7,.500,.000,.000,3.5,27.8,15.6,8.3,3.2,5.2,20.0,7.0,,0.0,0.1,0.1,.130,,-4.9,6.7,1.8,0.0
806,Bryce Cotton,cottobr01,2014-15,22,UTA,NBA,PG,15,159,14.5,.520,.290,.261,2.2,10.8,6.5,17.0,1.3,0.0,13.5,25.6,,0.1,0.1,0.2,.067,,-1.2,-3.2,-4.4,-0.1
808,James Cotton,cottoja02,1997-98,22,SEA,NBA,SG,9,33,12.5,.481,.190,.429,7.4,14.2,10.9,0.0,1.6,2.3,19.4,43.5,,-0.1,0.0,-0.1,-0.104,,-11.2,-9.3,-20.5,-0.2
809,John Coughran,coughjo01,1979-80,28,GSW,NBA,SF,24,160,6.0,.390,.111,.173,1.3,12.1,6.5,10.6,2.1,0.4,13.0,25.8,,-0.4,0.1,-0.3,-0.086,,-6.5,-2.6,-9.1,-0.3
812,Joe Courtney,courtjo01,1992-93,23,TOT,NBA,PF,12,104,8.8,.459,.000,.281,4.3,16.1,10.2,3.9,2.4,3.0,14.3,16.8,,-0.1,0.1,0.1,.032,,-5.9,0.4,-5.5,-0.1
813,Marcus Cousin,cousima01,2010-11,24,UTA,NBA,C,4,18,7.8,.667,.000,.000,0.0,20.3,10.1,0.0,0.0,4.5,25.0,10.2,,0.0,0.0,0.0,.008,,-7.5,-2.4,-9.9,0.0
814,DeMarcus Cousins,couside01,2010-11,20,SAC,NBA,C,81,2309,14.6,.484,.018,.400,10.4,24.4,17.2,14.7,1.9,2.1,18.5,27.2,,-1.9,2.9,1.1,.022,,-2.9,1.5,-1.4,0.4
816,Robert Covington,covinro01,2013-14,23,HOU,NBA,SF,7,34,15.0,.571,.786,.000,6.9,9.3,8.2,0.0,2.9,0.0,6.7,19.3,,0.1,0.0,0.1,.122,,1.3,-4.9,-3.6,0.0
817,Dave Cowens,cowenda01,1970-71,22,BOS,NBA,C,81,3076,15.4,.468,,.286,,,17.0,9.5,,,,,,0.6,5.8,6.4,.100,,,,,
818,Chubby Cox,coxch01,1982-83,27,WSB,NBA,SG,7,78,1.6,.366,.054,.162,9.8,4.3,7.1,11.5,0.0,0.7,18.5,25.9,,-0.3,0.1,-0.2,-0.127,,-7.0,-2.7,-9.7,-0.2
821,Allen Crabbe,crabbal01,2013-14,21,POR,NBA,SG,15,100,7.7,.475,.424,.121,1.1,8.5,4.8,8.7,1.0,0.7,7.9,16.5,,0.0,0.1,0.1,.037,,-2.7,-2.1,-4.7,-0.1
822,Torrey Craig,craigto01,2017-18,27,DEN,NBA,SF,34,568,10.7,.557,.403,.271,7.4,15.9,11.6,5.3,0.8,1.5,10.0,12.3,,0.7,0.3,1.0,.081,,-1.1,-1.4,-2.5,-0.1
823,Chris Crawford,crawfch01,1997-98,22,ATL,NBA,PF,40,256,20.4,.536,.027,.618,9.5,9.3,9.4,6.4,2.6,1.9,11.4,28.6,,0.6,0.3,0.9,.170,,-0.4,-2.5,-2.9,-0.1
825,Jamal Crawford,crawfja01,2000-01,20,CHI,NBA,PG,61,1050,8.5,.442,.385,.112,1.0,9.4,5.0,23.0,2.2,1.0,21.0,17.9,,-1.3,0.4,-0.9,-0.043,,-3.9,-2.3,-6.3,-1.1
826,Joe Crawford,crawfjo01,2008-09,22,NYK,NBA,SF,2,23,10.8,.414,.400,.200,4.6,14.8,9.5,6.5,2.2,0.0,0.0,20.6,,0.0,0.0,0.0,.037,,-3.0,-2.6,-5.6,0.0
827,Jordan Crawford,crawfjo02,2010-11,22,TOT,NBA,SG,42,1027,11.8,.456,.256,.168,3.4,8.6,5.9,19.8,2.0,0.2,13.4,27.0,,-1.0,0.5,-0.6,-0.026,,-1.4,-2.5,-3.8,-0.5
829,Ron Crevier,creviro01,1985-86,27,TOT,NBA,C,3,4,-31.7,.000,.000,.667,25.9,0.0,13.3,0.0,0.0,0.0,0.0,38.0,,-0.1,0.0,-0.1,-0.795,,-24.0,-13.5,-37.4,0.0
831,Joe Crispin,crispjo01,2001-02,22,TOT,NBA,PG,21,156,17.1,.536,.574,.191,1.4,6.6,4.0,27.4,1.7,0.0,11.9,24.0,,0.3,0.1,0.4,.136,,2.8,-4.3,-1.6,0.0
832,Charlie Criss,crissch01,1977-78,29,ATL,NBA,PG,77,1935,14.8,.496,,.394,1.3,5.6,3.4,22.5,2.6,0.2,14.5,21.4,,1.9,1.8,3.7,.092,,-0.3,-1.5,-1.8,0.1
834,Winston Crite,critewi01,1987-88,22,PHO,NBA,SF,29,258,9.8,.551,.000,.368,11.7,16.2,14.0,7.6,0.9,1.8,24.0,16.4,,0.0,0.2,0.1,.025,,-3.2,-0.6,-3.8,-0.1
835,Javaris Crittenton,crittja01,2007-08,20,TOT,NBA,SG,50,679,11.0,.499,.159,.446,4.5,13.7,9.1,11.7,1.4,0.2,16.5,21.8,,-0.3,0.4,0.1,.004,,-3.6,-1.9,-5.4,-0.6
838,Geoff Crompton,crompge01,1978-79,23,DEN,NBA,C,20,88,2.6,.416,,.462,7.2,20.0,13.6,7.3,0.0,1.8,27.7,19.0,,-0.2,0.1,-0.1,-0.081,,-8.4,-1.4,-9.7,-0.2
839,Terry Crosby,crosbte01,1979-80,23,KCK,NBA,PG,4,28,3.5,.615,.000,.500,0.0,4.0,1.9,30.0,0.0,0.0,50.6,14.1,,0.0,0.0,0.0,-0.051,,-8.3,-4.9,-13.3,-0.1
840,Austin Croshere,croshau01,1997-98,22,IND,NBA,PF,26,243,7.7,.412,.151,.163,5.2,16.5,11.1,5.4,2.0,1.5,12.4,20.6,,-0.4,0.4,0.0,.003,,-5.4,0.2,-5.2,-0.2
841,Jeff Cross,crossje01,1985-86,24,LAC,NBA,PF,21,128,1.5,.371,.000,1.042,7.7,18.4,13.0,1.0,0.7,1.3,14.6,12.8,,-0.2,0.1,-0.1,-0.038,,-7.4,-2.7,-10.1,-0.3
843,Russell Cross,crossru01,1983-84,22,GSW,NBA,C,45,354,15.3,.546,.000,.813,10.0,15.6,12.6,8.8,1.6,1.1,11.1,18.8,,0.5,0.3,0.8,.106,,-0.6,-1.3,-1.8,0.0
845,John Crotty,crottjo01,1992-93,23,UTA,NBA,PG,40,243,13.2,.575,.194,.528,1.9,5.9,4.0,32.7,2.3,0.0,25.3,21.0,,0.1,0.2,0.3,.057,,-1.5,-2.9,-4.4,-0.1
848,Corey Crowder,crowdco01,1991-92,22,UTA,NBA,SF,51,328,8.4,.475,.268,.161,5.8,8.2,7.1,7.2,1.1,0.4,9.8,17.5,,0.1,0.3,0.4,.053,,-2.1,-1.8,-3.9,-0.2
849,Jae Crowder,crowdja01,2012-13,22,DAL,NBA,SF,78,1353,10.2,.491,.523,.199,2.9,12.3,7.7,10.0,2.4,1.0,10.9,15.1,,0.2,1.3,1.5,.055,,-0.9,0.4,-0.5,0.5
851,Pat Cummings,cummipa01,1979-80,23,MIL,NBA,C,71,900,15.3,.552,.000,.332,10.1,18.4,14.4,8.2,1.1,1.0,14.9,22.0,,1.2,1.2,2.5,.131,,-0.8,-1.2,-2.0,0.0
852,Terry Cummings,cummite01,1982-83,21,SDC,NBA,PF,70,2531,22.8,.557,.001,.315,12.6,21.6,16.7,10.9,2.4,1.4,12.0,26.0,,6.5,2.2,8.7,.164,,3.8,-0.3,3.5,3.5
853,Vonteego Cummings,cummivo01,1999-00,23,GSW,NBA,PG,75,1793,12.9,.484,.231,.258,3.1,7.9,5.4,22.6,2.6,0.5,15.3,20.2,,0.7,0.7,1.3,.036,,-0.6,-1.6,-2.2,-0.1
854,Billy Cunningham,cunnibi01,1965-66,22,PHI,NBA,SF,80,2134,15.7,.474,,.438,,,,13.0,,,,,,1.7,3.3,5.0,.112,,,,,
855,Dante Cunningham,cunnida01,2009-10,22,POR,NBA,PF,63,707,14.3,.517,.009,.224,9.4,18.7,14.0,3.3,1.9,2.5,6.0,16.8,,0.9,1.0,1.9,.129,,-2.1,0.2,-1.9,0.0
857,Jared Cunningham,cunnija01,2012-13,21,DAL,NBA,SG,8,26,14.8,.538,.214,.143,4.4,8.4,6.4,6.8,2.0,0.0,11.8,29.6,,0.0,0.0,0.0,.033,,-1.8,-4.5,-6.3,0.0
858,William Cunningham,cunniwi01,1997-98,23,TOT,NBA,C,7,39,9.3,.444,.000,.000,13.6,14.5,15.3,3.9,2.8,0.0,0.0,10.7,,0.1,0.1,0.1,.131,,-0.5,-0.5,-1.1,0.0
859,Radisav Curcic,curcira01,1992-93,27,DAL,NBA,C,20,166,13.5,.510,.000,.878,10.2,22.9,16.0,10.2,2.0,0.8,12.3,15.9,,0.2,0.1,0.3,.086,,-2.2,-0.5,-2.7,0.0
861,Earl Cureton,curetea01,1980-81,23,PHI,NBA,C,52,528,13.8,.470,.005,.312,11.4,20.0,16.0,6.4,1.8,2.4,11.1,20.0,,0.1,1.1,1.2,.109,,-2.7,0.7,-2.0,0.0
862,Bill Curley,curlebi01,1994-95,22,DET,NBA,PF,53,595,9.0,.477,.000,.269,10.6,13.9,12.2,6.2,1.8,2.6,14.3,13.2,,0.1,0.4,0.5,.042,,-3.6,0.2,-3.4,-0.2
864,Dell Curry,curryde01,1986-87,22,UTA,NBA,SG,67,636,11.3,.474,.184,.117,4.9,7.9,6.4,13.7,2.0,0.4,11.4,24.1,,-0.3,0.8,0.5,.035,,-1.8,-1.0,-2.7,-0.1
865,Eddy Curry,curryed01,2001-02,19,CHI,NBA,C,72,1150,14.4,.540,.000,.424,11.0,16.8,13.8,4.0,0.7,3.4,13.4,20.7,,1.0,0.8,1.8,.075,,-2.6,-1.7,-4.4,-0.7
866,JamesOn Curry,curryja01,2009-10,24,LAC,NBA,PG,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-6.7,-0.2,-6.9,0.0
867,Michael Curry,currymi01,1993-94,25,PHI,NBA,SG,10,43,-3.9,.286,.143,.286,0.0,2.6,1.3,3.3,1.2,0.0,16.0,19.0,,-0.2,0.0,-0.2,-0.217,,-11.2,-4.2,-15.5,-0.1
868,Seth Curry,curryse01,2013-14,23,TOT,NBA,PG,2,13,13.8,.500,.333,.000,0.0,8.8,4.3,0.0,7.9,0.0,0.0,10.3,,0.0,0.0,0.0,.131,,-2.4,3.5,1.1,0.0
869,Stephen Curry,curryst01,2009-10,21,GSW,NBA,PG,80,2896,16.3,.568,.332,.175,1.8,12.0,6.8,24.6,2.5,0.5,16.5,21.8,,3.0,1.6,4.7,.077,,1.8,-0.7,1.0,2.2
870,Rastko Cvetkovic,cvetkra01,1995-96,25,DEN,NBA,C,14,48,2.1,.282,.063,.250,9.6,16.9,13.2,9.6,2.2,1.5,14.5,19.3,,-0.2,0.1,-0.1,-0.118,,-8.4,0.0,-8.4,-0.1
871,Mike D'Antoni,dantomi01,1973-74,22,KCO,NBA,SG,52,989,10.4,.431,,.177,2.5,7.3,4.9,16.7,3.4,0.8,,,,-0.7,0.9,0.3,.012,,-3.2,0.8,-2.4,-0.1
874,Quintin Dailey,dailequ01,1982-83,22,CHI,NBA,SG,76,2081,14.1,.508,.025,.280,4.5,8.9,6.7,20.3,1.6,0.3,15.3,24.8,,1.3,0.9,2.1,.049,,0.0,-2.0,-2.0,0.0
875,Samuel Dalembert,dalemsa01,2001-02,20,PHI,NBA,C,34,177,13.2,.440,.000,.360,16.2,27.3,21.8,4.8,1.8,5.6,19.5,18.6,,-0.2,0.4,0.3,.072,,-5.7,2.2,-3.5,-0.1
877,Erick Dampier,dampier01,1996-97,21,IND,NBA,C,72,1052,11.8,.451,.003,.500,11.1,22.1,16.7,6.9,1.0,5.6,17.0,21.7,,-1.0,1.9,0.9,.040,,-5.3,2.2,-3.0,-0.3
878,Louie Dampier,dampilo01,1967-68,23,KEN,ABA,PG,72,2961,16.7,.469,.096,.172,,,4.9,14.4,,,9.3,22.4,,2.4,3.0,5.4,.088,,,,,
879,Bob Dandridge,dandrbo01,1969-70,22,MIL,NBA,SF,81,2461,15.2,.528,,.295,,,,14.6,,,,,,3.2,2.8,6.0,.116,,,,,
880,Antonio Daniels,daniean01,1997-98,22,VAN,NBA,SG,74,1956,9.9,.465,.095,.310,1.3,7.1,4.2,26.6,1.5,0.4,20.8,17.9,,-0.9,-0.4,-1.3,-0.032,,-3.1,-3.2,-6.2,-2.1
881,Erik Daniels,danieer01,2004-05,22,SAC,NBA,SF,21,72,4.6,.361,.111,.000,10.9,17.1,14.0,7.7,1.4,0.0,25.0,14.8,,-0.1,0.1,-0.1,-0.061,,-6.7,-1.2,-7.9,-0.1
882,Lloyd Daniels,daniell01,1992-93,25,SAS,NBA,SG,77,1573,12.9,.510,.275,.154,6.6,9.1,7.9,14.4,1.2,1.2,12.9,22.1,,0.5,1.3,1.8,.056,,0.2,-1.0,-0.8,0.5
883,Marquis Daniels,daniema01,2003-04,23,DAL,NBA,SG,56,1039,20.1,.536,.088,.190,6.7,8.6,7.6,17.4,2.6,0.9,9.0,20.6,,2.7,0.4,3.2,.146,,2.9,-1.1,1.8,1.0
884,Mel Daniels,danieme01,1967-68,23,MNM,ABA,C,78,2938,22.4,.446,.003,.413,,,17.9,5.9,,,10.7,26.1,,0.1,9.1,9.2,.150,,,,,
885,Troy Daniels,danietr01,2013-14,22,HOU,NBA,SG,5,75,16.0,.677,.806,.000,0.0,5.6,3.0,11.4,0.0,0.0,8.8,19.9,,0.2,0.0,0.2,.150,,4.3,-5.5,-1.2,0.0
886,Sasha Danilovic,danilsa01,1995-96,25,MIA,NBA,SG,19,542,14.4,.591,.424,.391,2.6,7.1,4.9,14.9,1.5,0.4,14.6,21.2,,0.9,0.6,1.5,.129,,1.4,-1.0,0.4,0.3
887,Adrian Dantley,dantlad01,1976-77,20,BUF,NBA,SF,77,2816,18.3,.601,,.556,8.9,12.1,10.5,7.7,1.4,0.3,,,,8.2,1.6,9.8,.167,,3.5,-1.1,2.5,3.2
891,Yinka Dare,dareyi01,1994-95,22,NJN,NBA,C,1,3,-33.9,.000,.000,.000,0.0,36.6,18.2,0.0,0.0,0.0,50.0,29.3,,-0.1,0.0,0.0,-0.736,,-33.8,-5.5,-39.3,0.0
893,Rick Darnell,darneri01,1975-76,23,VIR,ABA,C,11,120,4.7,.393,.000,.233,9.5,20.9,15.0,9.9,1.9,1.3,29.7,14.7,,-0.3,0.1,-0.1,-0.055,,-6.0,1.0,-5.0,-0.1
895,Gigi Datome,datomlu01,2013-14,26,DET,NBA,SF,34,238,8.0,.409,.402,.103,6.1,15.5,10.6,7.0,1.3,0.3,9.8,20.2,,-0.2,0.1,-0.1,-0.023,,-3.8,-3.2,-7.0,-0.3
896,Brad Daugherty,daughbr01,1986-87,21,CLE,NBA,C,80,2695,15.6,.579,.000,.443,6.1,19.8,12.9,16.9,0.9,1.3,18.7,19.8,,2.6,3.5,6.0,.107,,-0.1,1.3,1.1,2.1
898,Kornel David,davidko01,1998-99,27,CHI,NBA,SF,50,902,13.6,.528,.004,.457,8.8,14.2,11.3,8.6,1.4,1.4,14.1,17.7,,1.0,0.7,1.7,.090,,-2.4,-0.5,-2.9,-0.2
899,Jermareo Davidson,davidje01,2007-08,23,CHA,NBA,SF,38,322,9.8,.437,.000,.224,7.5,14.7,11.1,6.9,1.1,3.5,11.0,21.9,,-0.4,0.3,-0.1,-0.012,,-6.0,-0.9,-7.0,-0.4
901,Brandon Davies,daviebr01,2013-14,22,PHI,NBA,PF,51,575,7.5,.476,.078,.414,6.9,13.9,10.2,7.1,2.0,1.1,18.8,13.7,,-0.3,0.4,0.1,.008,,-5.3,-0.6,-5.9,-0.6
902,Anthony Davis,davisan02,2012-13,19,NOH,NBA,PF,64,1846,21.7,.559,.009,.333,10.5,23.5,16.8,6.1,2.2,5.1,10.3,21.8,,3.7,2.4,6.1,.159,,0.5,1.9,2.3,2.0
903,Antonio Davis,davisan01,1993-94,25,IND,NBA,PF,81,1732,15.2,.561,.002,.711,13.2,20.3,16.9,4.7,1.3,3.3,16.1,16.8,,2.3,2.8,5.0,.139,,-0.9,1.1,0.2,1.0
905,Baron Davis,davisba01,1999-00,20,CHH,NBA,PG,82,1523,12.9,.486,.256,.353,3.6,8.4,6.1,32.6,3.3,0.9,21.9,18.9,,-0.1,2.2,2.1,.065,,-1.1,0.0,-1.1,0.3
906,Ben Davis,davisbe01,1996-97,24,PHO,NBA,PF,20,98,9.4,.417,.000,.769,14.4,17.8,16.1,0.0,2.1,0.8,7.9,17.4,,0.0,0.1,0.1,.037,,-6.1,-4.7,-10.8,-0.2
909,Brad Davis,davisbr01,1977-78,22,LAL,NBA,PG,33,334,10.5,.484,,.403,1.3,9.2,5.4,29.1,2.0,0.3,29.2,14.0,,0.0,0.3,0.3,.041,,-3.5,-1.5,-5.1,-0.3
910,Brian Davis,davisbr02,1993-94,23,MIN,NBA,SF,68,374,9.2,.420,.024,.540,6.7,10.4,8.6,9.1,2.2,0.7,10.9,20.4,,-0.2,0.2,0.0,.000,,-4.7,-1.8,-6.5,-0.4
911,Charles Davis,davisch02,1981-82,23,WSB,NBA,SF,54,575,10.7,.514,.011,.201,10.5,14.8,12.6,7.7,0.8,1.3,17.7,17.7,,0.0,0.8,0.9,.072,,-2.8,0.5,-2.3,0.0
913,Dale Davis,davisda01,1991-92,22,IND,NBA,PF,64,1301,13.3,.571,.004,.545,14.2,20.3,17.4,3.0,1.0,3.4,12.4,12.7,,1.9,1.5,3.4,.126,,-1.1,0.3,-0.8,0.4
914,Deyonta Davis,davisde01,2016-17,20,MEM,NBA,C,36,238,10.6,.528,.000,.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12.0,,0.1,0.4,0.5,.097,,-5.4,1.8,-3.7,-0.1
916,Ed Davis,davised01,2010-11,21,TOR,NBA,PF,65,1602,15.8,.583,.000,.343,12.1,22.3,17.1,3.8,1.3,3.2,10.1,13.3,,2.9,1.1,4.0,.119,,-0.1,0.5,0.3,0.9
917,Emanual Davis,davisem01,1996-97,28,HOU,NBA,PG,13,230,9.7,.565,.500,.148,1.1,9.6,5.5,17.1,2.1,0.7,22.8,14.7,,0.0,0.3,0.3,.063,,-2.2,-0.1,-2.3,0.0
918,Glen Davis,davisgl01,2007-08,22,BOS,NBA,C,69,940,11.3,.545,.000,.679,12.8,13.5,13.2,4.6,1.7,1.7,18.5,17.4,,0.6,1.9,2.5,.128,,-2.7,1.1,-1.6,0.1
919,Harry Davis,davisha01,1978-79,23,CLE,NBA,SF,40,394,10.6,.471,,.281,7.1,11.5,9.2,5.5,1.5,1.1,11.8,19.7,,0.1,0.2,0.3,.038,,-2.7,-2.2,-4.8,-0.3
920,Hubert Davis,davishu01,1992-93,22,NYK,NBA,SG,50,815,8.7,.490,.076,.215,1.8,5.7,3.8,15.2,1.4,0.3,14.1,17.0,,0.0,1.2,1.2,.072,,-3.5,0.2,-3.3,-0.3
922,Johnny Davis,davisjo01,1976-77,21,POR,NBA,SG,79,1451,12.8,.509,,.394,4.5,4.5,4.5,13.5,1.3,0.4,,,,1.7,0.9,2.5,.084,,-0.9,-2.1,-3.0,-0.4
923,Josh Davis,davisjo02,2003-04,23,ATL,NBA,PF,4,23,2.1,.460,.400,.200,5.0,19.5,12.3,0.0,0.0,0.0,26.9,14.7,,0.0,0.0,0.0,-0.075,,-8.7,-6.3,-15.0,-0.1
924,Lee Davis,davisle01,1968-69,23,NOB,ABA,PF,65,570,11.7,.416,.018,.396,,,15.5,4.3,,,10.4,19.3,,-0.7,0.8,0.2,.013,,,,,
925,Mark Davis,davisma01,1988-89,25,TOT,NBA,SF,33,258,15.0,.543,.098,.333,7.1,9.6,8.3,8.1,2.5,1.2,9.3,20.7,,0.4,0.3,0.7,.134,,0.0,-0.9,-1.0,0.1
926,Mark Davis,davisma02,1995-96,22,MIN,NBA,SF,57,571,10.9,.470,.087,.779,11.7,14.5,13.1,12.6,3.6,2.9,25.4,20.8,,-0.8,0.8,-0.1,-0.005,,-3.9,2.1,-1.9,0.0
928,Mickey Davis,davismi02,1971-72,21,PTC,ABA,SF,23,126,11.2,.446,.032,.317,15.3,14.5,14.9,9.3,,,19.1,25.7,,-0.1,0.0,-0.1,-0.050,,,,,
930,Mike Davis,davismi03,1982-83,26,NYK,NBA,PF,8,28,21.1,.486,.000,1.000,12.4,29.7,20.9,0.0,0.0,8.8,0.0,21.9,,0.1,0.1,0.1,.235,,-4.7,-2.7,-7.5,0.0
931,Monti Davis,davismo01,1980-81,22,TOT,NBA,PF,2,10,4.5,.208,.000,1.000,21.9,22.0,22.5,0.0,0.0,5.7,0.0,30.0,,-0.1,0.0,-0.1,-0.311,,-13.4,-8.9,-22.3,-0.1
932,Paul Davis,davispa01,2006-07,22,LAC,NBA,C,31,180,11.2,.452,.000,.192,14.1,15.2,14.6,6.4,1.8,2.2,12.4,16.5,,0.0,0.2,0.2,.066,,-3.1,-0.2,-3.4,-0.1
935,Ricky Davis,davisri01,1998-99,19,CHH,NBA,SG,46,557,12.9,.462,.060,.295,8.9,8.9,8.9,19.2,2.9,0.9,19.3,23.8,,-0.4,0.5,0.2,.015,,-2.3,-0.2,-2.6,-0.1
936,Ron Davis,davisro01,1976-77,22,ATL,NBA,SF,7,67,2.1,.246,,.371,3.1,8.1,5.6,4.2,4.8,0.0,,,,-0.4,0.1,-0.4,-0.256,,-12.0,-1.6,-13.6,-0.2
937,Terry Davis,daviste01,1989-90,22,MIA,NBA,PF,63,884,9.0,.496,.004,.332,11.2,17.7,14.3,3.9,1.3,1.9,18.5,16.8,,-0.4,0.9,0.5,.029,,-4.5,-0.2,-4.7,-0.6
939,Walter Davis,daviswa03,1977-78,23,PHO,NBA,SF,81,2590,22.1,.577,,.312,6.2,13.2,9.6,16.5,1.9,0.4,14.3,28.5,,6.7,3.4,10.1,.187,,3.8,-0.5,3.3,3.5
942,Andre Dawkins,dawkian01,2014-15,23,MIA,NBA,SG,4,22,-5.0,.250,1.000,.000,0.0,10.7,5.5,6.6,0.0,0.0,14.3,15.0,,-0.1,0.0,-0.1,-0.172,,-7.5,-3.9,-11.5,-0.1
943,Darryl Dawkins,dawkida01,1975-76,19,PHI,NBA,C,37,165,14.3,.486,,.293,8.8,19.9,14.3,2.9,0.5,2.8,,,,-0.1,0.2,0.1,.041,,-3.7,-4.0,-7.7,-0.2
944,Johnny Dawkins,dawkijo01,1986-87,23,SAS,NBA,PG,81,1682,14.6,.492,.062,.250,3.5,7.7,5.5,24.9,1.9,0.1,12.4,23.1,,1.2,0.8,2.0,.057,,-0.7,-2.4,-3.1,-0.5
945,Paul Dawkins,dawkipa01,1979-80,22,UTA,NBA,SF,57,776,11.0,.492,.017,.160,6.6,12.0,9.4,14.8,2.1,0.7,19.1,22.0,,-0.5,0.4,-0.1,-0.009,,-2.8,-1.6,-4.4,-0.5
946,Branden Dawson,dawsobr01,2015-16,22,LAC,NBA,PF,6,29,7.1,.460,.000,.200,7.6,7.4,7.5,0.0,0.0,2.7,0.0,8.5,,0.0,0.0,0.0,.069,,-4.9,-1.7,-6.6,0.0
947,Eric Dawson,dawsoer01,2011-12,27,SAS,NBA,C,4,39,14.6,.582,.000,.167,15.0,14.4,14.7,0.0,1.3,3.7,18.9,18.6,,0.0,0.1,0.1,.106,,-3.3,-2.6,-5.9,0.0
949,Tony Dawson,dawsoto01,1990-91,23,SAC,NBA,SF,4,17,16.0,.643,.143,.000,13.0,0.0,6.7,0.0,0.0,0.0,12.5,20.6,,0.0,0.0,0.0,.060,,-0.1,-7.4,-7.5,0.0
950,Todd Day,dayto01,1992-93,23,MIL,NBA,SG,71,1931,14.5,.513,.222,.359,8.5,8.9,8.7,9.4,1.9,1.6,11.0,23.9,,1.5,1.1,2.6,.065,,0.3,-1.5,-1.2,0.4
951,Austin Daye,dayeau01,2009-10,21,DET,NBA,SF,69,915,12.8,.546,.322,.190,4.2,19.8,11.5,6.3,1.5,2.4,13.1,18.5,,0.6,0.7,1.3,.067,,-1.9,-0.8,-2.7,-0.2
952,Darren Daye,dayeda01,1983-84,23,WSB,NBA,SF,75,1174,12.3,.488,.015,.326,9.0,9.7,9.3,21.8,1.6,0.6,17.1,20.5,,0.2,1.1,1.3,.053,,-1.3,-0.1,-1.4,0.2
953,Nando De Colo,decolna01,2012-13,25,SAS,NBA,SG,72,920,11.1,.530,.340,.183,3.1,13.7,8.7,21.6,2.3,0.5,23.7,17.1,,0.0,1.4,1.3,.070,,-2.1,1.0,-1.0,0.2
954,Greg Deane,deanegr01,1979-80,22,UTA,NBA,SG,7,48,4.5,.355,.091,.636,5.1,9.4,7.3,15.4,0.0,0.0,17.6,15.3,,-0.1,0.0,-0.1,-0.070,,-5.9,-3.8,-9.7,-0.1
957,Andrew DeClercq,declean01,1995-96,22,GSW,NBA,C,22,203,12.1,.505,.020,.380,10.1,12.0,11.1,6.8,1.8,1.8,6.4,13.4,,0.3,0.1,0.4,.102,,-1.1,-0.2,-1.3,0.0
958,Dewayne Dedmon,dedmode01,2013-14,24,TOT,NBA,C,31,390,10.7,.500,.000,.386,10.7,25.8,18.1,1.9,0.9,4.5,15.6,13.1,,0.1,0.5,0.6,.070,,-6.0,0.0,-6.0,-0.4
961,Terry Dehere,deherte01,1993-94,22,LAC,NBA,PG,64,759,9.5,.453,.167,.237,3.5,6.0,4.8,15.2,1.8,0.2,13.9,23.9,,-0.7,0.2,-0.4,-0.028,,-3.5,-3.3,-6.8,-0.9
963,Bryce Dejean-Jones,dejeabr01,2015-16,23,NOP,NBA,SG,14,279,9.6,.505,.464,.304,3.1,16.5,9.5,7.7,1.8,0.6,12.3,14.1,,0.0,0.2,0.2,.033,,-2.2,-0.4,-2.6,0.0
964,Sam Dekker,dekkesa01,2015-16,21,HOU,NBA,PF,3,6,10.8,,,,0.0,18.5,9.2,0.0,8.2,0.0,,0.0,,0.0,0.0,0.0,.116,,-5.3,5.8,0.5,0.0
965,Vinny Del Negro,delnevi01,1988-89,22,SAC,NBA,SG,80,1556,12.7,.520,.040,.199,3.3,8.6,5.9,19.0,2.0,0.5,12.3,16.4,,1.5,1.0,2.5,.077,,-1.2,-0.6,-1.8,0.1
966,Malcolm Delaney,delanma01,2016-17,27,ATL,NBA,PG,73,1248,7.5,.456,.284,.240,0.9,9.8,5.4,23.1,1.5,0.1,18.1,18.3,,-1.2,1.3,0.1,.005,,-4.6,-1.3,-5.9,-1.2
967,Bison Dele,delebi01,1991-92,22,ORL,NBA,PF,48,905,17.1,.565,.000,.438,13.8,19.9,16.8,5.8,2.2,3.6,18.2,21.7,,0.6,1.2,1.8,.097,,-1.2,1.1,-0.1,0.4
968,Carlos Delfino,delfica01,2004-05,22,DET,NBA,SG,30,459,8.6,.431,.299,.342,3.3,10.6,7.0,13.3,2.6,1.0,14.6,16.1,,-0.3,0.8,0.5,.048,,-3.5,1.2,-2.3,0.0
969,Tony Delk,delkto01,1996-97,23,CHH,NBA,PG,61,867,14.2,.596,.438,.199,4.5,9.2,6.9,18.5,2.3,0.5,19.6,18.8,,1.0,0.6,1.6,.087,,1.1,-1.4,-0.3,0.4
970,Matthew Dellavedova,dellama01,2013-14,23,CLE,NBA,SG,72,1271,10.7,.534,.524,.162,2.5,8.5,5.4,22.1,1.3,0.3,15.9,13.2,,1.4,0.7,2.1,.078,,-0.5,-1.7,-2.1,0.0
972,Fennis Dembo,dembofe01,1988-89,23,DET,NBA,SF,31,74,7.8,.388,.095,.238,12.8,21.9,17.6,10.1,0.7,0.0,13.1,30.9,,-0.2,0.1,-0.1,-0.037,,-6.0,-2.8,-8.8,-0.1
