,Name,link,Year,blank,blank,League,blank,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
3970,Vince Taylor,taylovi01,Career,,,NBA,,31,0,321,5.7,15.7,.363,0.0,0.0,,5.7,15.7,.363,3.2,4.9,.656,2.9,2.6,5.5,6.3,3.1,0.3,4.6,8.3,14.6,,85,100
3971,Terry Teagle,teaglte01,Career,,,NBA,,687,193,14509,10.7,23.0,.465,0.1,0.5,.210,10.6,22.6,.470,4.4,5.6,.792,2.4,3.5,5.9,3.1,1.7,0.4,3.3,5.0,25.9,,102,112
3972,Jeff Teague,teaguje01,Career,,,NBA,,666,531,18341,8.4,18.8,.446,1.6,4.6,.357,6.7,14.2,.475,5.2,6.1,.844,0.6,4.0,4.6,10.5,2.3,0.6,4.2,3.6,23.6,,108,107
3973,Marquis Teague,teaguma01,Career,,,NBA,,90,3,888,5.0,14.5,.347,0.5,2.5,.214,4.5,12.0,.375,2.2,3.3,.661,0.3,5.0,5.3,7.8,1.3,0.7,4.5,5.7,12.8,,81,106
3974,Mirza Teletovic,teletmi01,Career,,,NBA,,324,14,5765,8.2,20.2,.406,4.8,12.9,.371,3.4,7.3,.468,2.1,2.8,.755,1.7,7.5,9.2,2.4,0.9,0.7,2.3,4.9,23.3,,105,110
3975,Sebastian Telfair,telfase01,Career,,,NBA,,564,193,12149,6.7,17.1,.390,1.6,4.9,.319,5.1,12.2,.419,3.2,4.1,.777,0.7,3.2,3.9,8.5,1.8,0.3,3.7,5.2,18.0,,98,112
3976,Collis Temple,templco01,Career,,,ABA,,24,,102,7.8,18.7,.415,0.0,0.5,.000,7.8,18.3,.425,3.7,4.6,.800,6.4,7.8,14.2,6.9,1.8,1.8,5.5,13.3,19.2,,97,103
3977,Garrett Temple,templga01,Career,,,NBA,,439,157,8387,5.3,13.0,.405,2.1,5.9,.357,3.2,7.1,.445,2.1,2.8,.725,1.0,4.3,5.3,4.4,2.2,0.7,2.5,4.7,14.7,,100,108
3978,Milos Teodosic,teodomi01,Career,,,NBA,,45,36,1134,6.5,15.4,.419,3.8,9.9,.379,2.7,5.5,.492,1.7,2.0,.848,0.7,4.7,5.4,9.0,1.0,0.2,4.2,4.4,18.4,,107,113
3980,Carlos Terry,terryca01,Career,,,NBA,,94,3,1078,5.4,12.4,.434,0.0,0.5,.000,5.4,11.9,.452,1.8,2.7,.672,3.3,6.7,10.0,5.5,2.4,1.2,3.6,7.2,12.6,,93,99
3981,Chuck Terry,terrych01,Career,,,TOT,,274,,4356,5.5,12.8,.419,0.1,0.5,.323,5.4,12.5,.421,1.6,2.0,.775,2.5,4.8,7.3,2.4,1.6,0.3,1.0,5.7,12.7,,107,103
3982,Claude Terry,terrycl01,Career,,,TOT,,281,,3636,8.1,16.9,.468,0.7,2.1,.338,7.6,15.5,.480,3.1,3.7,.785,1.7,3.5,5.2,4.8,1.4,0.1,3.0,4.0,19.7,,104,106
3983,Jason Terry,terryja01,Career,,,NBA,,1405,679,41964,8.6,19.4,.444,2.8,7.5,.380,5.8,11.9,.484,3.5,4.1,.845,0.6,3.5,4.1,6.7,2.0,0.3,3.0,3.2,23.5,,110,108
3984,Hasheem Thabeet,thabeha01,Career,,,NBA,,224,20,2357,4.0,7.0,.567,0.0,0.0,,4.0,7.0,.567,2.6,4.5,.578,4.4,8.6,13.0,0.6,1.3,4.0,2.7,9.9,10.5,,106,103
3987,Daniel Theis,theisda01,Career,,,NBA,,63,3,936,6.7,12.5,.541,1.0,3.1,.310,5.8,9.4,.617,3.3,4.3,.753,4.8,9.8,14.6,3.0,1.6,2.6,3.0,8.4,17.7,,117,100
3988,Reggie Theus,theusre01,Career,,,NBA,,1026,743,34603,9.6,20.4,.471,0.4,1.4,.252,9.3,19.1,.486,6.4,7.7,.826,1.6,3.0,4.6,8.8,1.6,0.3,4.8,4.1,25.9,,108,111
3989,Peter Thibeaux,thibepe01,Career,,,NBA,,93,9,992,9.0,20.0,.453,0.1,0.3,.286,9.0,19.6,.456,3.4,5.4,.626,2.7,4.1,6.7,2.1,1.6,1.5,3.4,7.8,21.5,,96,113
3991,Justus Thigpen,thigpju01,Career,,,TOT,,1,,2,22.6,67.9,.367,,,,22.6,67.9,.367,0.0,0.0,.333,22.6,0.0,22.6,0.0,0.0,0.0,0.0,0.0,45.2,,,108
3992,David Thirdkill,thirdda01,Career,,,NBA,,179,5,1469,6.1,13.3,.457,0.0,0.4,.091,6.0,12.9,.467,4.2,7.4,.565,2.5,4.2,6.7,2.7,1.5,0.4,3.4,7.2,16.3,,95,106
3993,Adonis Thomas,thomaad01,Career,,,NBA,,6,1,37,8.1,19.0,.429,1.4,6.8,.200,6.8,12.2,.556,1.4,1.4,1.000,0.0,4.1,4.1,4.1,0.0,0.0,1.4,8.1,19.0,,98,115
3994,Billy Thomas,thomabi01,Career,,,NBA,,53,0,529,5.1,15.2,.338,3.1,10.3,.304,2.0,4.9,.408,1.1,1.3,.846,1.2,4.0,5.2,2.6,2.5,0.2,1.9,5.2,14.5,,94,105
3995,Carl Thomas,thomaca01,Career,,,NBA,,63,0,534,7.0,17.6,.398,2.3,7.3,.315,4.7,10.3,.456,1.8,2.8,.643,1.3,4.7,6.0,2.8,2.4,0.8,2.5,4.9,18.1,,96,103
3996,Charles Thomas,thomach01,Career,,,NBA,,36,0,156,6.0,17.1,.353,0.7,5.7,.118,5.4,11.4,.471,3.4,5.0,.667,2.0,5.4,7.4,7.4,1.3,0.3,5.7,6.7,16.1,,84,107
3997,Etan Thomas,thomaet01,Career,,,NBA,,409,74,7084,6.6,12.8,.513,0.0,0.0,,6.6,12.8,.513,4.1,6.8,.603,5.0,9.2,14.2,1.1,0.9,3.1,2.8,6.5,17.2,,107,105
3998,Irving Thomas,thomair01,Career,,,NBA,,26,0,108,8.0,23.6,.340,0.0,0.0,,8.0,23.6,.340,5.7,9.9,.571,6.6,8.0,14.6,4.7,1.9,0.5,6.1,11.3,21.7,,84,104
3999,Isaiah Thomas,thomais02,Career,,,NBA,,473,324,14076,10.2,23.3,.439,3.3,9.1,.361,7.0,14.3,.488,7.9,9.1,.877,0.9,3.4,4.3,8.6,1.6,0.2,4.0,3.6,31.7,,115,111
4000,Isiah Thomas,thomais01,Career,,,NBA,,979,971,35516,9.8,21.7,.452,0.5,1.9,.290,9.3,19.8,.468,5.5,7.3,.759,1.3,3.4,4.7,12.4,2.5,0.3,5.0,4.1,25.7,,106,107
4001,Jamel Thomas,thomaja01,Career,,,NBA,,12,0,102,7.1,18.7,.378,0.5,3.0,.167,6.6,15.6,.419,0.5,0.5,1.000,2.5,4.5,7.1,3.0,2.0,0.0,5.5,4.0,15.1,,72,108
4002,James Thomas,thomaja02,Career,,,NBA,,33,2,267,4.3,7.7,.564,0.0,0.0,,4.3,7.7,.564,2.0,3.9,.500,5.7,9.2,14.9,1.0,0.8,1.4,2.8,9.4,10.6,,105,107
4003,Jim Thomas,thomaji01,Career,,,NBA,,161,67,3361,7.4,15.8,.471,0.1,0.7,.170,7.3,15.0,.486,3.6,4.8,.763,1.9,3.9,5.7,5.2,2.0,0.2,2.9,4.4,18.6,,105,109
4005,John Thomas,thomajo02,Career,,,NBA,,208,27,2253,5.2,10.4,.502,0.0,0.0,.000,5.2,10.4,.505,2.7,4.5,.591,4.7,5.5,10.1,1.4,1.6,1.2,2.5,9.0,13.2,,104,107
4006,Kenny Thomas,thomake01,Career,,,NBA,,632,406,17306,7.0,15.1,.465,0.2,0.7,.244,6.8,14.3,.476,3.6,5.2,.699,4.4,8.8,13.2,3.0,1.6,0.8,3.2,4.8,17.8,,102,104
4007,Kurt Thomas,thomaku01,Career,,,NBA,,1110,650,27160,7.5,15.4,.486,0.0,0.1,.281,7.5,15.4,.487,2.5,3.3,.760,3.8,10.6,14.3,2.4,1.4,1.6,2.4,7.0,17.5,,105,101
4008,Lance Thomas,thomala01,Career,,,NBA,,342,104,6364,5.3,12.6,.421,1.1,2.7,.410,4.2,9.9,.424,2.9,3.6,.801,2.2,4.9,7.1,1.9,1.0,0.4,1.9,4.7,14.5,,103,112
4009,Malcolm Thomas,thomama01,Career,,,NBA,,40,0,329,4.6,10.7,.435,0.2,1.7,.091,4.5,9.0,.500,2.3,3.9,.600,4.2,10.7,14.9,2.2,0.9,1.1,3.9,4.6,11.8,,87,105
4010,Ronald Thomas,thomaro01,Career,,,ABA,,233,,2923,5.9,12.7,.468,0.0,0.2,.214,5.9,12.5,.472,2.4,4.4,.536,6.1,9.1,15.1,2.8,2.5,0.6,3.4,7.2,14.3,,99,97
4012,Tim Thomas,thomati01,Career,,,NBA,,824,408,21336,8.5,19.5,.437,2.4,6.4,.369,6.1,13.1,.470,3.9,5.1,.758,2.0,6.3,8.3,3.1,1.5,0.7,3.0,5.6,23.3,,104,108
4013,Tyrus Thomas,thomaty01,Career,,,NBA,,402,129,7932,7.5,17.2,.438,0.1,0.2,.235,7.5,17.0,.440,5.2,7.1,.732,3.6,9.1,12.7,2.3,2.2,3.4,3.5,6.5,20.3,,98,102
4015,Trey Thompkins,thomptr02,Career,,,NBA,,24,0,119,10.9,27.6,.393,1.8,5.9,.308,9.0,21.7,.417,2.3,3.2,.714,1.8,9.0,10.9,1.4,1.4,1.4,2.7,4.5,25.8,,90,105
4016,Bernard Thompson,thompbe01,Career,,,NBA,,204,29,2935,6.5,14.8,.439,0.0,0.3,.000,6.5,14.5,.447,4.1,5.2,.789,2.6,3.0,5.6,4.2,2.0,0.4,2.9,6.2,17.1,,103,110
4017,Billy Thompson,thompbi01,Career,,,NBA,,300,149,6697,7.7,15.2,.505,0.0,0.1,.154,7.7,15.2,.507,3.0,4.4,.674,4.8,6.8,11.6,3.7,1.1,1.9,3.8,5.9,18.4,,103,108
4018,Brooks Thompson,thompbr01,Career,,,NBA,,168,8,1714,8.4,20.6,.409,4.5,12.0,.376,3.9,8.6,.456,1.7,2.6,.647,0.9,3.9,4.8,8.5,2.6,0.2,4.7,6.9,23.0,,102,109
4019,Corny Thompson,thompco01,Career,,,NBA,,44,2,520,3.9,12.3,.314,0.0,0.0,,3.9,12.3,.314,3.2,4.1,.783,3.7,7.1,10.8,3.1,1.1,0.6,2.8,8.3,11.0,,89,109
4020,David Thompson,thompda01,Career,,,TOT,,592,69,19406,11.5,22.7,.505,0.1,0.4,.255,11.4,22.5,.508,7.7,9.8,.781,2.2,3.4,5.6,4.4,1.4,1.2,3.2,3.6,30.7,,112,106
4021,Dijon Thompson,thompdi01,Career,,,NBA,,16,0,93,9.5,22.3,.425,2.2,7.2,.308,7.2,15.0,.481,3.9,4.5,.875,3.9,6.7,10.6,1.7,1.7,0.6,1.7,4.5,25.1,,107,107
4022,George Thompson,thompge01,Career,,,TOT,,151,,4715,8.5,18.5,.465,1.8,6.7,.265,8.4,17.9,.478,5.8,7.4,.762,1.4,3.1,4.6,6.3,1.9,0.3,2.1,4.4,23.0,,112,106
4023,Hollis Thompson,thompho01,Career,,,NBA,,265,90,6424,5.7,13.7,.413,2.8,7.2,.386,2.9,6.5,.444,1.6,2.2,.707,1.5,4.8,6.3,2.2,1.3,0.5,1.6,4.1,15.7,,104,111
4025,Jason Thompson,thompja02,Career,,,NBA,,588,412,14819,7.2,14.6,.496,0.0,0.1,.143,7.2,14.4,.500,3.4,5.1,.657,4.3,9.0,13.3,2.2,1.0,1.4,2.6,6.0,17.9,,107,110
4027,Kevin Thompson,thompke01,Career,,,NBA,,14,0,58,5.0,11.7,.429,0.0,0.8,.000,5.0,10.9,.462,0.8,1.7,.500,5.9,5.0,10.9,2.5,0.0,1.7,4.2,9.2,10.9,,87,109
4028,Klay Thompson,thompkl01,Career,,,NBA,,532,495,17515,10.7,23.4,.458,4.3,10.3,.422,6.4,13.2,.486,2.9,3.4,.851,0.7,4.4,5.1,3.4,1.3,0.8,2.6,3.2,28.7,,109,108
4029,LaSalle Thompson,thompla01,Career,,,NBA,,985,516,21238,7.1,14.4,.492,0.0,0.1,.154,7.1,14.3,.493,3.4,4.7,.737,4.8,10.3,15.1,2.6,1.7,2.2,3.7,7.1,17.6,,103,106
4030,Mychal Thompson,thompmy01,Career,,,NBA,,935,454,27764,8.9,17.6,.504,0.0,0.0,.083,8.9,17.6,.504,4.1,6.3,.655,3.8,8.1,11.9,3.7,1.2,1.8,3.6,4.6,21.9,,106,106
4031,Mychel Thompson,thompmy02,Career,,,NBA,,5,3,95,3.9,13.3,.292,2.2,6.1,.364,1.7,7.2,.231,0.0,0.0,,0.0,2.8,2.8,3.9,1.1,0.6,2.8,4.4,10.0,,76,113
4032,Paul Thompson,thomppa01,Career,,,NBA,,154,45,3105,8.9,20.5,.432,0.3,1.3,.210,8.6,19.3,.447,3.5,4.4,.792,3.2,5.1,8.3,3.5,2.2,1.2,2.5,5.6,21.5,,103,107
4033,Stephen Thompson,thompst01,Career,,,NBA,,19,0,91,7.4,19.6,.378,0.0,0.5,.000,7.4,19.1,.389,1.6,4.2,.375,5.8,4.2,10.1,4.2,3.2,1.6,2.7,4.8,16.5,,89,108
4034,Tristan Thompson,thomptr01,Career,,,NBA,,514,338,14384,6.6,12.7,.518,0.0,0.0,.000,6.6,12.7,.519,3.5,5.7,.608,6.1,9.5,15.5,1.5,0.9,1.4,2.0,4.4,16.6,,115,107
4037,Al Thornton,thornal01,Career,,,NBA,,296,167,8274,8.6,19.0,.452,0.5,1.7,.293,8.1,17.3,.467,4.5,6.0,.747,2.5,5.3,7.7,2.2,1.2,1.0,2.7,4.8,22.1,,101,112
4038,Bob Thornton,thornbo01,Career,,,NBA,,283,30,3386,4.6,10.5,.444,0.0,0.1,.222,4.6,10.3,.447,2.9,5.3,.558,3.9,6.5,10.3,1.4,1.1,0.5,3.1,8.4,12.3,,93,109
4040,Marcus Thornton,thornma01,Career,,,NBA,,483,135,11299,9.6,22.6,.425,3.3,9.3,.358,6.3,13.3,.471,3.5,4.2,.830,1.8,4.2,6.1,3.1,1.8,0.3,2.2,3.3,25.9,,108,111
4041,Sindarius Thornwell,thornsi01,Career,,,NBA,,68,15,1041,4.1,9.5,.426,0.8,2.5,.333,3.2,7.0,.460,2.5,3.6,.688,1.4,4.5,5.9,2.5,2.0,1.1,2.1,5.2,11.4,,101,110
4042,Otis Thorpe,thorpot01,Career,,,NBA,,1257,989,39822,8.6,15.8,.546,0.0,0.1,.047,8.6,15.7,.548,4.8,7.0,.687,4.3,8.7,13.0,3.4,1.1,0.6,3.5,5.2,22.1,,112,107
4043,Sedale Threatt,threase01,Career,,,NBA,,951,304,22436,8.7,18.0,.485,0.4,1.4,.293,8.3,16.6,.501,2.9,3.6,.815,0.8,3.0,3.8,8.0,2.5,0.3,2.9,4.8,20.8,,111,110
4048,Darren Tillis,tillida01,Career,,,NBA,,124,5,1256,7.0,16.4,.423,0.0,0.1,.000,7.0,16.3,.426,2.2,3.4,.626,4.4,7.5,11.9,1.6,0.8,3.4,2.8,9.5,16.1,,95,106
4051,Jamaal Tinsley,tinslja01,Career,,,NBA,,547,404,14443,6.4,16.3,.393,1.4,4.8,.299,5.0,11.5,.432,2.7,3.7,.716,1.3,4.6,5.8,12.1,2.8,0.6,5.0,4.7,16.9,,97,104
4052,Wayman Tisdale,tisdawa01,Career,,,NBA,,840,534,23868,10.9,21.7,.505,0.0,0.0,.000,10.9,21.6,.506,4.5,5.9,.760,3.3,7.2,10.5,2.2,1.0,1.0,2.9,5.7,26.4,,107,109
4053,Mike Tobey,tobeymi01,Career,,,NBA,,2,0,25,2.0,8.0,.250,0.0,0.0,,2.0,8.0,.250,0.0,0.0,,4.0,2.0,6.0,2.0,0.0,0.0,2.0,4.0,4.0,,73,116
4055,Ray Tolbert,tolbera01,Career,,,NBA,,261,2,2789,6.7,13.5,.495,0.0,0.1,.000,6.7,13.4,.499,2.3,4.2,.544,3.7,6.5,10.3,2.3,1.2,1.7,3.5,7.0,15.6,,96,105
4056,Tom Tolbert,tolbeto01,Career,,,NBA,,312,120,5680,6.3,13.8,.460,0.2,0.8,.296,6.1,12.9,.470,4.1,5.7,.716,3.4,7.1,10.5,2.4,1.0,0.9,2.9,6.2,17.0,,104,110
4057,Anthony Tolliver,tollian01,Career,,,NBA,,594,87,11978,5.3,12.8,.418,3.0,8.1,.371,2.4,4.7,.499,2.4,3.1,.774,2.1,6.6,8.7,2.3,1.0,0.8,1.6,4.1,16.1,,113,109
4059,Rudy Tomjanovich,tomjaru01,Career,,,NBA,,532,,18991,10.5,20.6,.501,0.5,2.0,.262,10.5,20.3,.504,3.9,4.9,.784,2.9,6.8,9.7,3.0,0.9,0.4,0.8,3.4,25.1,,109,105
4060,Andrew Toney,toneyan01,Career,,,NBA,,468,246,12608,10.8,21.6,.500,0.5,1.5,.342,10.3,20.1,.512,6.1,7.6,.797,0.9,2.9,3.8,7.4,1.4,0.4,5.3,5.1,28.2,,106,108
4061,Sedric Toney,toneyse01,Career,,,NBA,,112,9,1410,4.8,13.3,.365,1.1,3.2,.341,3.8,10.1,.372,3.5,4.5,.781,0.8,2.6,3.4,8.2,1.7,0.0,4.0,5.5,14.2,,95,112
4063,Andy Toolson,toolsan01,Career,,,NBA,,60,15,523,5.6,14.1,.397,1.5,4.3,.341,4.2,9.9,.422,2.7,3.6,.757,3.1,4.0,7.1,3.1,1.4,0.2,2.5,6.8,15.4,,100,108
4065,Bernard Toone,toonebe01,Career,,,NBA,,23,,124,8.6,24.1,.359,0.4,2.6,.143,8.3,21.4,.386,3.0,3.8,.800,4.5,8.3,12.8,4.5,1.5,1.9,6.0,7.5,20.7,,82,100
4068,Oscar Torres,torreos01,Career,,,NBA,,82,13,1184,6.9,17.2,.401,2.0,6.3,.317,4.9,10.9,.450,4.4,5.7,.768,2.3,3.8,6.1,2.0,1.3,0.5,2.6,3.3,20.2,,103,112
4071,Axel Toupane,toupaax01,Career,,,NBA,,25,0,352,4.3,11.2,.380,2.0,6.3,.318,2.3,5.0,.457,1.8,2.4,.765,1.1,3.4,4.5,2.1,1.1,1.0,0.9,6.5,12.4,,107,112
4072,Monte Towe,towemo01,Career,,,TOT,,115,,985,5.6,13.9,.404,0.7,3.1,.214,5.2,12.0,.433,2.4,3.0,.783,0.6,3.3,3.9,9.8,2.3,0.2,3.5,6.4,14.0,,88,102
4073,Keith Tower,towerke01,Career,,,NBA,,53,2,416,4.9,11.3,.429,0.0,0.1,.000,4.9,11.2,.433,2.5,4.5,.556,3.1,5.5,8.6,0.9,0.7,1.5,2.4,8.6,12.2,,92,112
4075,Linton Townes,towneli01,Career,,,NBA,,60,0,543,9.5,21.7,.440,0.8,2.2,.360,8.8,19.5,.448,2.6,3.5,.750,2.7,3.2,5.9,2.8,1.8,0.6,3.0,7.5,22.5,,99,106
4076,Karl-Anthony Towns,townska01,Career,,,NBA,,242,242,8427,12.1,22.4,.542,1.5,3.8,.388,10.6,18.6,.573,5.5,6.5,.835,4.5,12.4,16.9,3.4,1.0,2.1,3.3,4.5,31.2,,120,108
4077,Raymond Townsend,townsra01,Career,,,NBA,,154,0,2025,7.2,17.6,.411,0.2,1.3,.171,7.1,16.8,.423,2.8,4.0,.703,1.1,2.6,3.7,5.1,2.1,0.2,2.9,4.7,17.5,,94,107
4080,Robert Traylor,traylro01,Career,,,NBA,,438,73,6243,7.2,15.2,.474,0.0,0.2,.167,7.2,15.0,.478,3.4,5.9,.577,5.7,8.3,14.1,2.7,2.4,2.6,3.4,9.2,17.9,,101,100
4081,Gary Trent,trentga01,Career,,,NBA,,506,130,9866,9.6,19.2,.501,0.0,0.3,.080,9.6,18.9,.507,4.2,6.5,.643,4.5,7.7,12.2,2.7,1.2,0.9,3.2,5.9,23.4,,106,104
4082,Jeff Trepagnier,trepaje01,Career,,,NBA,,31,0,270,6.6,19.6,.337,1.2,2.5,.462,5.4,17.1,.318,2.7,3.9,.700,3.3,5.0,8.3,4.3,3.7,0.8,4.9,3.9,17.1,,80,101
4085,Kelly Tripucka,tripuke01,Career,,,NBA,,707,575,20959,9.9,20.9,.473,0.4,1.0,.361,9.5,19.9,.479,6.9,8.2,.849,2.1,3.9,6.0,4.7,1.5,0.3,3.8,3.6,27.1,,109,110
4087,Cezary Trybanski,trybace01,Career,,,NBA,,22,0,101,2.6,12.3,.208,0.0,0.0,,2.6,12.3,.208,2.6,6.2,.417,3.1,4.6,7.7,0.5,0.5,3.6,5.1,8.2,7.7,,50,109
4088,Jake Tsakalidis,tsakaja01,Career,,,NBA,,315,168,5005,6.1,12.5,.490,0.0,0.0,.000,6.1,12.5,.490,3.6,5.4,.657,4.6,8.5,13.1,1.1,0.8,2.4,2.8,7.3,15.8,,103,102
4091,Nikoloz Tskitishvili,tskitni01,Career,,,NBA,,172,16,1946,5.1,16.8,.304,1.2,4.9,.235,3.9,11.9,.332,2.3,3.1,.730,2.9,5.3,8.2,3.1,1.2,1.3,3.4,6.1,13.6,,79,104
4093,Alando Tucker,tuckeal02,Career,,,NBA,,51,1,426,9.0,21.4,.423,1.2,4.0,.294,7.9,17.4,.453,5.5,7.0,.783,3.4,2.3,5.8,1.9,0.6,0.2,2.2,2.6,24.8,,106,117
4094,Anthony Tucker,tuckean01,Career,,,NBA,,62,13,982,5.0,10.9,.457,0.0,0.1,.000,5.0,10.8,.459,2.6,4.3,.614,2.3,6.5,8.8,3.5,2.4,0.6,2.9,6.7,12.6,,97,110
4096,P.J. Tucker,tuckepj01,Career,,,NBA,,495,319,13783,4.8,11.3,.427,1.5,4.3,.356,3.3,7.0,.470,2.0,2.7,.748,2.8,7.3,10.1,2.6,2.1,0.5,1.9,4.1,13.2,,109,107
4097,Trent Tucker,tucketr01,Career,,,NBA,,756,207,15671,8.1,17.5,.461,1.8,4.4,.408,6.3,13.1,.478,1.5,1.9,.754,1.6,3.1,4.7,4.8,2.1,0.3,1.8,5.0,19.4,,111,108
4098,Ronny Turiaf,turiaro01,Career,,,NBA,,473,105,8020,5.3,10.0,.533,0.0,0.0,.000,5.3,10.0,.535,3.1,4.9,.636,3.2,7.7,11.0,3.9,1.1,3.7,2.2,7.0,13.8,,114,106
4099,Mirsad Turkcan,turkcmi01,Career,,,NBA,,17,0,90,8.1,22.1,.368,0.0,3.5,.000,8.1,18.6,.438,2.9,4.7,.625,7.6,11.6,19.2,2.9,1.7,0.6,4.7,8.1,19.2,,86,102
4100,Hedo Turkoglu,turkohe01,Career,,,NBA,,997,571,26695,7.5,17.6,.426,2.4,6.3,.384,5.1,11.3,.450,4.0,5.2,.784,1.3,6.5,7.7,5.5,1.5,0.6,3.1,4.7,21.5,,108,105
4101,Andre Turner,turnean01,Career,,,NBA,,170,4,2523,6.0,14.3,.422,0.3,1.2,.237,5.8,13.1,.439,2.7,3.6,.764,1.2,4.0,5.2,10.5,2.7,0.1,4.2,4.0,15.1,,97,109
4103,Elston Turner,turneel01,Career,,,NBA,,505,97,9006,5.4,12.6,.432,0.0,0.2,.152,5.4,12.3,.437,1.5,2.1,.714,2.9,4.2,7.1,4.7,2.3,0.1,2.4,4.7,12.4,,100,109
4104,Evan Turner,turneev01,Career,,,NBA,,608,288,16933,7.5,17.3,.432,0.8,2.5,.302,6.7,14.8,.455,2.9,3.7,.787,1.0,7.7,8.7,6.4,1.4,0.5,3.4,3.7,18.6,,98,106
4106,Henry Turner,turnehe02,Career,,,NBA,,66,1,464,8.8,19.4,.453,0.2,0.9,.250,8.6,18.6,.462,6.5,10.9,.600,4.2,4.2,8.5,3.1,2.7,0.9,4.1,6.5,24.3,,98,108
4110,Jeff Turner,turneje01,Career,,,NBA,,612,235,11244,6.7,14.2,.467,0.3,0.9,.344,6.3,13.3,.475,2.3,3.0,.769,2.7,6.1,8.8,2.7,0.9,0.4,3.0,7.6,15.9,,100,111
4111,John Turner,turnejo01,Career,,,NBA,,42,0,345,6.3,14.3,.439,0.0,0.0,,6.3,14.3,.439,4.5,8.6,.525,5.6,5.9,11.4,1.8,0.9,0.6,4.7,5.9,17.1,,90,111
4112,Myles Turner,turnemy01,Career,,,NBA,,201,168,5633,8.9,17.8,.501,0.9,2.4,.355,8.0,15.3,.525,4.4,5.6,.782,2.6,9.1,11.8,2.0,1.2,3.3,2.3,5.2,23.1,,111,104
4113,Wayne Turner,turnewa01,Career,,,NBA,,3,0,41,1.2,7.4,.167,0.0,0.0,,1.2,7.4,.167,2.5,7.4,.333,1.2,2.5,3.7,6.2,0.0,0.0,3.7,5.0,5.0,,60,113
4114,Melvin Turpin,turpime01,Career,,,NBA,,361,127,6871,8.9,17.3,.516,0.0,0.1,.111,8.9,17.3,.518,3.3,4.2,.777,4.0,7.4,11.4,1.3,1.1,2.4,3.0,5.9,21.2,,106,106
4115,Dave Twardzik,twardda01,Career,,,TOT,,456,,11884,5.9,11.0,.527,0.1,0.4,.245,5.9,10.9,.532,5.8,7.0,.821,1.5,2.9,4.4,6.4,2.5,0.2,3.5,4.9,17.6,,110,104
4117,B.J. Tyler,tylerbj01,Career,,,NBA,,55,8,809,4.7,12.3,.381,1.0,3.3,.314,3.7,9.0,.406,2.3,3.3,.700,0.8,3.2,4.0,11.3,2.3,0.1,6.3,3.8,12.7,,87,112
4118,Jeremy Tyler,tylerje01,Career,,,NBA,,104,23,1034,8.0,17.7,.450,0.0,0.1,.000,8.0,17.6,.451,3.0,5.4,.557,5.0,8.7,13.6,1.3,1.2,2.1,3.4,8.3,18.9,,93,107
4119,Terry Tyler,tylerte01,Career,,,NBA,,871,255,21740,8.1,16.8,.484,0.0,0.2,.122,8.1,16.7,.488,2.5,3.6,.703,3.4,6.5,9.9,2.2,1.7,2.9,2.4,4.1,18.9,,105,105
4121,Edwin Ubiles,ubileed01,Career,,,NBA,,4,0,52,5.0,18.0,.278,1.0,5.0,.200,4.0,13.0,.308,3.0,3.0,1.000,2.0,8.0,10.0,1.0,1.0,1.0,1.0,1.0,14.0,,84,107
4122,Ekpe Udoh,udohek01,Career,,,NBA,,329,55,5347,4.5,10.2,.437,0.0,0.0,.000,4.5,10.2,.439,2.8,3.9,.724,4.1,5.5,9.6,2.2,1.6,3.8,2.0,6.4,11.8,,105,106
4123,Ime Udoka,udokaim01,Career,,,NBA,,316,80,5711,5.8,13.8,.417,2.0,5.7,.356,3.7,8.1,.461,1.8,2.5,.705,2.1,6.6,8.7,2.9,2.0,0.5,2.1,5.0,15.3,,103,107
4124,Beno Udrih,udrihbe01,Career,,,NBA,,831,272,18185,7.8,16.8,.463,1.3,3.8,.349,6.4,13.0,.496,2.9,3.4,.833,0.9,4.0,4.8,8.1,1.6,0.2,3.3,3.6,19.7,,107,110
4125,Roko Ukic,ukicro01,Career,,,NBA,,85,0,987,7.2,18.7,.387,0.7,3.9,.189,6.5,14.8,.439,2.8,3.8,.746,1.4,2.7,4.1,8.7,1.6,0.1,3.5,4.4,18.0,,94,112
4126,Tyler Ulis,ulisty01,Career,,,NBA,,128,55,2649,6.8,16.9,.402,1.1,3.8,.277,5.7,13.1,.439,2.3,2.9,.799,0.8,3.1,3.8,9.1,2.0,0.2,3.5,3.4,17.0,,98,115
4127,Wes Unseld,unselwe01,Career,,,NBA,,591,,20468,4.8,9.3,.509,0.0,0.1,.500,4.8,9.2,.509,1.8,2.9,.633,4.6,11.1,15.7,5.3,1.4,0.8,1.3,3.6,11.5,,113,96
