,Name,link,Year,blank,blank,League,blank,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
1385,Marc Gasol,gasolma01,Career,,,NBA,,714,707,33.7,5.6,11.6,.487,0.3,0.9,.343,5.3,10.7,.499,.500,3.6,4.6,.779,1.8,5.9,7.7,3.3,0.9,1.5,2.1,2.9,15.2
1386,Pau Gasol,gasolpa01,Career,,,NBA,,1191,1141,34.0,6.7,13.1,.508,0.1,0.4,.368,6.5,12.7,.512,.513,4.0,5.3,.754,2.6,6.8,9.4,3.2,0.5,1.6,2.2,2.2,17.4
1388,Chris Gatling,gatlich01,Career,,,NBA,,700,86,19.7,4.0,7.8,.513,0.1,0.3,.249,3.9,7.5,.523,.517,2.2,3.4,.660,1.8,3.6,5.3,0.7,0.7,0.5,1.5,2.7,10.3
1389,Kenny Gattison,gattike01,Career,,,NBA,,494,130,20.1,3.1,6.0,.520,0.0,0.0,.083,3.1,6.0,.521,.520,1.7,2.6,.649,1.5,3.2,4.7,0.9,0.6,0.7,1.2,2.9,7.9
1390,Rudy Gay,gayru01,Career,,,NBA,,805,721,34.7,6.8,15.0,.453,1.0,3.0,.344,5.8,12.0,.480,.487,3.3,4.2,.795,1.5,4.4,5.9,2.2,1.3,0.8,2.3,2.5,17.9
1392,Andrew Gaze,gazean01,Career,,,NBA,,26,0,4.9,0.6,1.6,.381,0.3,0.9,.375,0.3,0.7,.389,.488,0.1,0.1,1.000,0.1,0.3,0.5,0.4,0.2,0.1,0.3,0.6,1.7
1393,Michael Gbinije,gbinimi01,Career,,,NBA,,9,0,3.6,0.1,1.1,.100,0.0,0.4,.000,0.1,0.7,.167,.100,0.2,0.2,1.000,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,0.4
1394,Reggie Geary,gearyre01,Career,,,NBA,,101,2,9.2,0.8,2.2,.344,0.2,0.6,.328,0.6,1.6,.349,.388,0.3,0.7,.493,0.2,0.6,0.8,1.1,0.5,0.1,0.6,1.3,2.1
1395,Alonzo Gee,geeal01,Career,,,NBA,,417,213,21.8,2.4,5.5,.434,0.4,1.4,.325,2.0,4.2,.469,.474,1.4,1.8,.754,0.9,2.3,3.3,1.1,0.9,0.2,1.1,1.9,6.6
1396,Matt Geiger,geigema01,Career,,,NBA,,552,214,22.1,3.7,7.4,.499,0.0,0.1,.232,3.7,7.3,.504,.501,1.7,2.4,.728,2.1,3.6,5.7,0.7,0.6,0.6,1.3,3.0,9.2
1397,Mickael Gelabale,gelabmi01,Career,,,NBA,,145,27,16.2,1.8,3.9,.470,0.3,0.9,.316,1.5,2.9,.519,.508,0.7,0.9,.815,0.7,1.5,2.3,0.8,0.3,0.2,0.6,1.3,4.6
1398,Devean George,georgde01,Career,,,NBA,,630,108,18.5,2.1,5.3,.392,0.7,2.0,.343,1.4,3.4,.421,.456,0.8,1.0,.721,0.9,2.3,3.1,0.9,0.7,0.4,0.7,2.0,5.6
1400,Paul George,georgpa01,Career,,,NBA,,523,475,33.3,6.3,14.7,.432,2.1,5.7,.375,4.2,9.0,.468,.505,3.7,4.4,.844,0.9,5.3,6.2,3.2,1.7,0.4,2.6,2.7,18.6
1401,Tate George,georgta01,Career,,,NBA,,177,14,11.4,1.7,4.1,.414,0.0,0.1,.071,1.7,4.0,.421,.415,0.8,1.0,.820,0.4,0.6,1.0,1.8,0.4,0.1,0.9,1.0,4.2
1402,Marcus Georges-Hunt,georgma01,Career,,,NBA,,46,0,5.9,0.5,1.2,.407,0.1,0.3,.250,0.4,0.8,.474,.444,0.5,0.7,.710,0.2,0.4,0.5,0.2,0.2,0.0,0.1,0.8,1.5
1403,Gus Gerard,gerargu01,Career,,,TOT,,446,,17.8,3.5,7.9,.438,0.0,0.1,.273,3.4,7.8,.439,.439,1.5,2.2,.696,1.6,2.5,4.1,1.3,0.6,0.7,1.5,2.2,8.4
1404,Derrick Gervin,gervide01,Career,,,NBA,,77,4,14.1,3.3,7.7,.435,0.1,0.4,.226,3.2,7.3,.446,.441,2.0,2.6,.764,0.9,1.4,2.3,0.5,0.5,0.3,0.7,1.8,8.8
1405,George Gervin,gervige01,Career,,,TOT,,1060,377,33.6,9.8,19.4,.504,0.1,0.6,.271,9.7,19.0,.509,.507,5.4,6.4,.841,1.7,3.6,5.3,2.6,1.2,1.0,3.0,3.1,25.1
1407,John Gianelli,gianejo01,Career,,,NBA,,541,,25.2,3.3,7.1,.470,0.0,0.0,,3.3,7.1,.470,.470,1.1,1.6,.702,2.0,4.2,5.9,1.5,0.5,1.0,1.5,2.3,7.8
1409,Daniel Gibson,gibsoda01,Career,,,NBA,,397,77,23.5,2.7,6.7,.402,1.5,3.6,.407,1.2,3.1,.397,.512,1.0,1.3,.780,0.4,1.6,2.0,2.0,0.6,0.2,0.9,2.0,7.8
1412,Jonathan Gibson,gibsojo01,Career,,,NBA,,17,0,13.6,2.1,5.6,.368,0.9,2.6,.333,1.2,2.9,.400,.447,1.2,1.7,.724,0.1,1.2,1.3,1.5,0.5,0.0,1.2,1.2,6.2
1414,Mike Gibson,gibsomi01,Career,,,NBA,,64,0,6.1,0.6,1.7,.387,0.0,0.0,,0.6,1.7,.387,.387,0.3,0.4,.679,0.7,1.0,1.7,0.2,0.2,0.2,0.3,1.0,1.6
1415,Taj Gibson,gibsota01,Career,,,NBA,,663,323,26.0,4.0,8.0,.506,0.0,0.1,.157,4.0,7.9,.511,.507,1.6,2.3,.703,2.3,4.0,6.4,1.0,0.6,1.2,1.2,2.6,9.7
1416,J.R. Giddens,giddejr01,Career,,,NBA,,38,1,6.5,0.8,1.7,.476,0.0,0.3,.000,0.8,1.4,.566,.476,0.3,0.6,.565,0.5,0.9,1.4,0.3,0.3,0.1,0.5,0.8,1.9
1417,Trey Gilder,gildetr01,Career,,,NBA,,2,0,2.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0
1418,Eddie Gill,gilled01,Career,,,NBA,,187,9,10.9,1.0,2.7,.361,0.3,1.1,.320,0.6,1.6,.388,.424,0.8,0.9,.847,0.1,1.0,1.1,1.2,0.6,0.1,0.7,1.1,3.1
1419,Kendall Gill,gillke01,Career,,,NBA,,966,791,30.5,5.2,12.1,.434,0.3,1.1,.300,4.9,11.0,.448,.448,2.5,3.4,.754,1.3,2.8,4.1,3.0,1.6,0.4,1.8,2.6,13.4
1420,Ben Gillery,gillebe01,Career,,,NBA,,24,0,3.5,0.3,0.8,.316,0.0,0.0,,0.3,0.8,.316,.316,0.5,1.0,.565,0.3,0.7,1.0,0.1,0.1,0.2,0.2,1.2,1.0
1423,Armen Gilliam,gilliar01,Career,,,NBA,,929,527,28.4,5.2,10.7,.489,0.0,0.0,.000,5.2,10.6,.490,.489,3.3,4.2,.776,2.3,4.6,6.9,1.2,0.7,0.7,1.9,2.2,13.7
1425,Artis Gilmore,gilmoar01,Career,,,TOT,,1329,476,35.5,7.1,12.2,.582,0.0,0.0,.150,7.1,12.1,.582,.582,4.6,6.6,.698,3.6,8.7,12.3,2.3,0.6,2.4,3.1,3.4,18.8
1428,Manu Ginobili,ginobma01,Career,,,NBA,,1053,349,25.4,4.3,9.7,.447,1.4,3.8,.369,2.9,5.9,.498,.519,3.2,3.9,.826,0.7,2.8,3.5,3.8,1.3,0.3,2.0,2.1,13.3
1429,Gordan Giricek,giricgo01,Career,,,NBA,,384,191,23.0,3.7,8.4,.442,0.8,2.0,.368,3.0,6.4,.465,.486,1.4,1.7,.823,0.4,2.0,2.5,1.5,0.6,0.1,1.3,2.0,9.6
1430,Jack Givens,givenja01,Career,,,NBA,,156,,16.7,2.7,6.6,.401,0.0,0.0,.000,2.7,6.6,.402,.401,1.3,1.7,.791,1.4,1.6,2.9,0.9,0.8,0.2,0.9,1.6,6.7
1431,Mickell Gladness,gladnmi01,Career,,,NBA,,26,7,9.7,1.0,2.3,.424,0.0,0.0,,1.0,2.3,.424,.424,0.2,0.5,.500,0.5,1.7,2.2,0.2,0.2,0.8,0.3,1.2,2.2
1433,Gerald Glass,glassge01,Career,,,NBA,,201,49,16.7,3.4,7.9,.433,0.1,0.5,.236,3.3,7.3,.448,.442,0.8,1.2,.643,1.1,1.4,2.5,1.5,0.6,0.3,0.9,1.8,7.7
1434,Mike Glenn,glennmi01,Career,,,NBA,,593,10,16.2,3.3,6.1,.542,0.0,0.1,.286,3.3,6.0,.544,.543,1.0,1.1,.855,0.3,0.9,1.2,1.6,0.5,0.1,0.7,1.5,7.6
1436,Georgi Glouchkov,gloucge01,Career,,,NBA,,49,16,15.8,1.7,4.3,.402,0.0,0.0,1.000,1.7,4.2,.399,.404,1.4,2.5,.574,0.6,2.7,3.3,0.7,0.5,0.5,1.6,2.5,4.9
1438,Dion Glover,glovedi01,Career,,,NBA,,294,105,20.9,3.1,7.6,.411,0.5,1.6,.317,2.6,6.0,.436,.445,1.5,1.9,.756,0.7,2.3,3.1,1.5,0.8,0.2,1.3,1.7,8.2
1439,Andreas Glyniadakis,glynian01,Career,,,NBA,,13,4,6.2,0.6,1.3,.471,0.0,0.0,,0.6,1.3,.471,.471,0.1,0.2,.500,0.2,0.5,0.6,0.1,0.0,0.0,0.7,1.5,1.3
1440,Mike Gminski,gminsmi01,Career,,,NBA,,938,547,25.6,4.5,9.6,.465,0.0,0.1,.122,4.5,9.6,.467,.465,2.7,3.2,.843,2.2,4.7,6.9,1.3,0.5,1.1,1.5,1.7,11.7
1441,Rudy Gobert,goberru01,Career,,,NBA,,320,229,27.9,3.6,5.9,.614,0.0,0.0,.000,3.6,5.9,.615,.614,2.7,4.3,.631,3.1,6.9,10.0,1.2,0.6,2.2,1.6,2.4,9.9
1442,Dan Godfread,godfrda01,Career,,,NBA,,11,0,2.0,0.5,1.1,.417,0.0,0.1,.000,0.5,1.0,.455,.417,0.3,0.4,.750,0.0,0.2,0.2,0.0,0.1,0.4,0.0,0.5,1.2
1445,Anthony Goldwire,goldwan01,Career,,,NBA,,266,72,18.6,2.2,5.4,.407,0.8,2.0,.386,1.4,3.4,.419,.479,1.1,1.4,.792,0.3,1.1,1.3,2.8,0.6,0.0,1.0,1.5,6.3
1446,Ryan Gomes,gomesry01,Career,,,NBA,,487,371,27.6,3.9,8.7,.445,0.7,2.0,.349,3.2,6.8,.473,.484,1.7,2.1,.799,1.3,3.3,4.6,1.5,0.7,0.2,1.1,1.9,10.1
1447,Glen Gondrezick,gondrgl01,Career,,,NBA,,435,2,17.3,2.3,4.8,.473,0.0,0.0,.143,2.2,4.7,.475,.474,1.3,1.9,.724,1.7,2.8,4.5,1.4,1.1,0.3,1.0,2.5,5.8
1448,Grant Gondrezick,gondrgr01,Career,,,NBA,,91,1,11.9,1.9,4.3,.438,0.1,0.3,.250,1.8,4.0,.452,.447,1.1,1.6,.687,0.7,0.9,1.6,1.3,0.4,0.1,0.8,1.4,5.0
1449,Drew Gooden,goodedr01,Career,,,NBA,,790,500,25.5,4.3,9.4,.462,0.1,0.4,.257,4.2,9.0,.471,.468,2.2,2.8,.760,2.4,4.7,7.1,1.1,0.7,0.6,1.5,2.5,11.0
1451,Steve Goodrich,goodrst01,Career,,,NBA,,21,0,8.7,0.4,1.3,.321,0.0,0.1,.333,0.4,1.2,.320,.339,0.2,0.4,.556,0.4,0.9,1.2,0.5,0.1,0.1,0.5,1.1,1.1
1452,Archie Goodwin,goodwar01,Career,,,NBA,,165,15,14.5,2.2,5.2,.429,0.3,1.2,.236,2.0,4.0,.484,.455,1.6,2.3,.700,0.5,1.5,2.0,1.2,0.4,0.2,1.2,1.2,6.3
1454,Aaron Gordon,gordoaa01,Career,,,NBA,,258,169,26.1,4.3,9.5,.452,0.9,3.0,.311,3.4,6.5,.517,.501,1.9,2.7,.701,1.6,4.3,5.9,1.7,0.8,0.6,1.1,2.0,11.4
1455,Ben Gordon,gordobe01,Career,,,NBA,,744,269,27.4,5.3,12.2,.432,1.6,3.9,.401,3.7,8.3,.447,.497,2.8,3.2,.857,0.4,2.0,2.5,2.5,0.7,0.2,2.1,2.3,14.9
1456,Drew Gordon,gordodr01,Career,,,NBA,,9,0,7.9,0.9,2.1,.421,0.0,0.3,.000,0.9,1.8,.500,.421,0.1,0.2,.500,0.8,1.2,2.0,0.2,0.1,0.0,0.9,0.8,1.9
1457,Eric Gordon,gordoer01,Career,,,NBA,,559,443,33.2,5.7,13.2,.431,2.2,5.9,.377,3.5,7.3,.474,.515,3.2,3.9,.816,0.4,2.1,2.5,3.1,1.0,0.3,2.1,2.0,16.8
1458,Lancaster Gordon,gordola01,Career,,,NBA,,201,6,12.8,2.3,6.0,.391,0.1,0.4,.271,2.2,5.6,.400,.400,0.8,1.0,.767,0.6,0.7,1.3,1.5,0.6,0.2,1.2,1.3,5.6
1460,Marcin Gortat,gortama01,Career,,,NBA,,754,539,26.3,4.4,7.9,.552,0.0,0.0,.150,4.4,7.9,.554,.553,1.5,2.2,.678,2.2,5.9,8.1,1.1,0.5,1.1,1.2,2.2,10.2
1462,Andrew Goudelock,goudean01,Career,,,NBA,,49,0,9.7,1.6,4.0,.393,0.6,1.7,.345,1.0,2.3,.429,.467,0.3,0.3,.875,0.1,0.6,0.7,0.5,0.2,0.0,0.6,0.7,4.0
1463,Gerald Govan,govange01,Career,,,ABA,,681,,33.7,3.1,7.8,.405,0.0,0.0,.208,3.1,7.7,.406,.406,1.4,2.1,.678,2.6,8.2,10.5,3.2,0.7,0.5,2.4,3.0,7.7
1466,Ricky Grace,graceri01,Career,,,NBA,,3,0,2.7,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.0,0.7,.000,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,1.3
1468,Greg Graham,grahagr01,Career,,,NBA,,207,18,12.2,1.6,3.9,.407,0.2,0.8,.290,1.4,3.1,.438,.437,1.1,1.4,.775,0.3,0.8,1.1,1.0,0.6,0.1,0.9,1.0,4.5
1469,Joey Graham,grahajo01,Career,,,NBA,,377,84,16.2,2.3,4.7,.483,0.1,0.5,.300,2.1,4.2,.503,.498,1.2,1.5,.815,0.7,2.1,2.8,0.5,0.4,0.1,0.8,2.1,5.9
1471,Orlando Graham,grahaor01,Career,,,NBA,,7,0,3.1,0.4,1.4,.300,0.0,0.0,,0.4,1.4,.300,.300,0.3,0.6,.500,1.1,0.4,1.6,0.0,0.0,0.0,0.3,0.9,1.1
1472,Paul Graham,grahapa01,Career,,,NBA,,179,20,18.7,3.3,7.3,.448,0.6,1.6,.339,2.7,5.6,.480,.487,1.3,1.8,.739,0.8,1.7,2.4,2.0,1.0,0.2,1.2,2.2,8.4
1473,Stephen Graham,grahast01,Career,,,NBA,,239,43,12.2,1.6,3.5,.446,0.2,0.7,.308,1.4,2.8,.481,.477,0.7,0.9,.766,0.3,1.5,1.8,0.5,0.2,0.1,0.6,1.5,4.0
1474,Treveon Graham,grahatr01,Career,,,NBA,,90,3,13.8,1.3,2.9,.441,0.5,1.2,.438,0.7,1.7,.443,.534,0.6,0.8,.689,0.5,1.1,1.6,0.7,0.4,0.0,0.3,1.4,3.7
1475,Jim Grandholm,grandji01,Career,,,NBA,,26,0,6.5,1.2,2.2,.517,0.3,0.7,.529,0.8,1.6,.512,.595,0.4,0.8,.476,0.8,1.2,1.9,0.3,0.1,0.3,0.4,1.3,3.0
1476,Ron Grandison,grandro01,Career,,,NBA,,105,3,8.3,0.8,2.0,.404,0.0,0.2,.167,0.8,1.8,.435,.413,0.8,1.1,.713,0.7,0.9,1.6,0.6,0.3,0.1,0.5,1.0,2.4
1477,Danny Granger,grangda01,Career,,,NBA,,586,431,31.5,5.7,13.1,.434,1.7,4.5,.380,4.0,8.6,.463,.500,3.7,4.4,.848,1.2,3.8,4.9,1.9,1.0,0.8,1.9,2.8,16.8
1478,Stewart Granger,grangst01,Career,,,NBA,,80,14,12.5,1.5,3.7,.414,0.1,0.2,.235,1.5,3.5,.425,.421,0.8,1.1,.742,0.2,0.8,1.0,2.2,0.4,0.0,1.1,1.6,4.0
1479,Brian Grant,grantbr01,Career,,,NBA,,756,577,28.3,4.1,8.4,.490,0.0,0.0,.214,4.1,8.3,.491,.491,2.3,3.1,.746,2.4,5.0,7.4,1.2,0.6,0.7,1.6,3.2,10.5
1481,Gary Grant,grantga01,Career,,,NBA,,552,231,22.8,3.4,7.5,.450,0.2,0.6,.278,3.2,6.9,.466,.462,1.0,1.3,.776,0.6,1.7,2.3,5.5,1.5,0.1,2.3,2.2,7.9
1482,Greg Grant,grantgr01,Career,,,NBA,,274,5,12.2,1.1,3.0,.383,0.1,0.5,.281,1.0,2.5,.405,.408,0.4,0.5,.710,0.2,0.7,0.9,2.7,0.6,0.0,0.8,1.0,2.8
1483,Harvey Grant,grantha01,Career,,,NBA,,783,439,26.2,4.3,9.1,.469,0.1,0.3,.267,4.2,8.8,.476,.473,1.3,1.8,.709,1.5,2.9,4.4,1.6,0.8,0.5,0.9,2.3,9.9
1484,Horace Grant,grantho01,Career,,,NBA,,1165,1037,33.2,4.7,9.2,.509,0.0,0.1,.063,4.7,9.1,.511,.509,1.8,2.6,.692,3.0,5.1,8.1,2.2,1.0,1.0,1.1,2.4,11.2
1485,Jerami Grant,grantje01,Career,,,NBA,,299,68,21.9,2.5,5.7,.442,0.5,1.8,.300,2.0,4.0,.504,.488,1.9,2.9,.635,0.9,2.7,3.6,1.1,0.5,1.1,1.0,2.2,7.5
1486,Jerian Grant,grantje02,Career,,,NBA,,208,60,18.5,2.3,5.5,.409,0.6,1.9,.317,1.6,3.6,.459,.465,1.4,1.8,.789,0.3,1.7,2.0,3.0,0.7,0.1,1.0,1.5,6.5
1487,Josh Grant,grantjo01,Career,,,NBA,,53,0,7.2,1.1,2.8,.404,0.3,1.2,.279,0.8,1.6,.494,.462,0.4,0.5,.759,0.5,1.2,1.7,0.5,0.3,0.2,0.6,1.2,3.0
1488,Paul Grant,grantpa01,Career,,,NBA,,16,0,6.9,0.8,1.8,.448,0.0,0.0,,0.8,1.8,.448,.448,0.2,0.5,.375,0.5,0.6,1.1,0.2,0.1,0.1,0.6,1.3,1.8
1489,Travis Grant,granttr01,Career,,,TOT,,201,,21.4,5.9,11.2,.524,0.0,0.0,.333,5.9,11.2,.525,.525,2.0,2.4,.811,1.7,2.9,4.1,1.0,0.6,0.3,1.6,2.0,13.8
1491,Butch Graves,gravebu01,Career,,,NBA,,4,0,2.8,0.5,1.5,.333,0.0,0.3,.000,0.5,1.3,.400,.333,0.3,1.3,.200,0.0,0.5,0.5,0.3,0.3,0.0,0.3,1.0,1.3
1492,Aaron Gray,grayaa01,Career,,,NBA,,318,87,12.1,1.4,2.7,.509,0.0,0.0,.000,1.4,2.7,.511,.509,0.6,1.0,.562,1.4,2.4,3.7,0.7,0.3,0.3,0.8,2.1,3.4
1493,Devin Gray,grayde01,Career,,,NBA,,27,2,6.4,0.9,2.3,.365,0.0,0.0,,0.9,2.3,.365,.365,0.8,1.3,.618,0.6,0.8,1.4,0.3,0.3,0.1,0.3,1.2,2.5
1494,Ed Gray,grayed01,Career,,,NBA,,60,6,13.5,2.2,6.4,.339,0.5,1.5,.341,1.7,4.9,.338,.378,1.4,1.7,.814,0.3,1.0,1.2,0.8,0.5,0.2,1.0,1.7,6.2
1495,Evric Gray,grayev01,Career,,,NBA,,5,0,8.4,0.8,3.0,.267,0.2,0.8,.250,0.6,2.2,.273,.300,0.8,0.8,1.000,0.2,0.4,0.6,0.4,0.2,0.0,0.6,1.0,2.6
1497,Josh Gray,grayjo01,Career,,,NBA,,5,0,17.2,2.2,8.2,.268,0.6,2.6,.231,1.6,5.6,.286,.305,1.4,2.2,.636,0.4,1.6,2.0,2.4,1.6,0.4,1.4,1.6,6.4
1499,Stuart Gray,grayst01,Career,,,NBA,,386,5,9.0,0.9,2.0,.446,0.0,0.0,.000,0.9,1.9,.450,.446,0.6,0.9,.663,0.8,1.8,2.6,0.4,0.2,0.3,0.6,1.7,2.3
1500,Sylvester Gray,graysy01,Career,,,NBA,,55,15,22.2,3.0,7.2,.420,0.0,0.1,.250,3.0,7.2,.421,.421,1.9,2.8,.673,2.1,3.1,5.2,2.1,0.7,0.5,1.9,2.6,8.0
1502,Jeff Grayer,grayeje01,Career,,,NBA,,438,101,18.9,3.1,6.7,.457,0.1,0.3,.255,3.0,6.4,.467,.463,1.3,1.9,.663,1.3,1.6,3.0,1.4,0.6,0.1,1.1,1.7,7.4
1504,A.C. Green,greenac01,Career,,,NBA,,1278,832,28.6,3.6,7.2,.494,0.1,0.4,.254,3.5,6.8,.507,.501,2.4,3.3,.734,2.6,4.8,7.4,1.1,0.8,0.4,1.1,1.9,9.6
1505,Danny Green,greenda02,Career,,,NBA,,535,461,25.1,3.1,7.5,.419,1.8,4.5,.396,1.3,2.9,.455,.540,0.8,0.9,.819,0.6,2.9,3.4,1.6,1.0,0.8,1.0,1.7,8.8
1506,Devin Green,greende01,Career,,,NBA,,27,0,5.0,0.2,1.0,.214,0.0,0.1,.000,0.2,1.0,.231,.214,0.5,0.8,.619,0.4,0.5,0.9,0.3,0.1,0.0,0.2,0.5,0.9
1507,Draymond Green,greendr01,Career,,,NBA,,462,314,27.6,3.4,7.7,.438,0.9,2.9,.329,2.4,4.8,.504,.500,1.6,2.3,.706,1.2,5.7,6.9,4.6,1.4,1.1,1.9,2.8,9.3
1508,Erick Green,greener01,Career,,,NBA,,52,1,8.7,1.3,3.4,.377,0.3,1.0,.288,1.0,2.4,.415,.420,0.2,0.3,.857,0.2,0.5,0.7,0.8,0.3,0.0,0.3,0.6,3.1
1509,Gerald Green,greenge01,Career,,,NBA,,580,117,19.7,3.5,8.5,.418,1.4,3.8,.361,2.2,4.7,.464,.499,1.3,1.6,.815,0.5,2.0,2.5,1.0,0.5,0.3,1.1,1.9,9.7
1510,JaMychal Green,greenja01,Career,,,NBA,,234,145,22.4,3.1,6.5,.477,0.5,1.4,.350,2.6,5.2,.511,.514,1.4,1.8,.765,2.0,4.1,6.1,1.0,0.6,0.4,1.1,2.6,8.1
1511,Jeff Green,greenje02,Career,,,NBA,,778,493,30.3,4.8,11.1,.437,1.0,2.9,.330,3.9,8.1,.476,.481,2.6,3.2,.798,1.0,3.6,4.6,1.6,0.7,0.5,1.6,2.2,13.2
1513,Ken Green,greenke01,Career,,,NBA,,7,0,10.3,1.9,3.9,.481,0.0,0.0,,1.9,3.9,.481,.481,0.7,1.3,.556,1.7,2.1,3.9,0.3,0.6,0.0,0.1,1.1,4.4
1514,Kenny Green,greenke02,Career,,,NBA,,60,0,10.4,1.8,4.4,.412,0.0,0.0,.000,1.8,4.4,.414,.412,0.8,1.1,.721,0.6,1.1,1.7,0.3,0.2,0.2,0.8,1.0,4.4
1515,Lamar Green,greenla01,Career,,,TOT,,411,,17.8,2.2,5.1,.430,0.0,0.0,,2.2,5.1,.430,.430,0.8,1.3,.660,1.4,3.7,6.2,0.8,0.4,0.5,1.2,2.5,5.2
1516,Litterial Green,greenli01,Career,,,NBA,,148,4,8.0,1.0,2.3,.420,0.0,0.2,.077,1.0,2.1,.448,.423,0.9,1.4,.665,0.2,0.3,0.5,1.2,0.3,0.0,0.5,0.8,2.9
1518,Mike Green,greenmi01,Career,,,TOT,,459,,24.7,4.7,9.9,.480,0.0,0.1,.083,4.7,9.9,.481,.480,2.1,2.8,.732,2.6,4.3,6.9,1.3,0.7,1.6,1.8,2.9,11.5
1519,Rickey Green,greenri01,Career,,,NBA,,946,513,24.6,3.8,8.1,.469,0.0,0.2,.207,3.8,7.9,.475,.471,1.7,2.2,.807,0.5,1.4,1.9,5.5,1.4,0.1,1.7,1.5,9.4
1520,Sean Green,greense01,Career,,,NBA,,84,0,8.0,1.8,4.7,.386,0.2,0.7,.246,1.6,4.0,.412,.405,0.4,0.6,.620,0.4,0.6,1.0,0.5,0.4,0.2,0.8,0.8,4.2
1522,Sidney Green,greensi02,Career,,,NBA,,679,242,19.5,2.9,6.5,.454,0.0,0.0,.037,2.9,6.4,.457,.455,1.6,2.2,.738,1.9,4.2,6.1,0.9,0.5,0.3,1.5,2.6,7.5
1523,Steve Green,greenst01,Career,,,TOT,,205,,13.2,2.3,5.3,.441,0.0,0.1,.000,2.3,5.2,.443,.441,1.1,1.5,.730,1.1,1.4,2.4,0.8,0.5,0.1,0.8,2.0,5.8
1524,Taurean Green,greenta01,Career,,,NBA,,17,0,4.4,0.4,1.5,.280,0.1,0.6,.182,0.3,0.8,.357,.320,0.6,0.7,.917,0.0,0.6,0.6,0.6,0.1,0.0,0.5,0.3,1.6
1526,Willie Green,greenwi01,Career,,,NBA,,731,297,20.2,3.3,7.8,.425,0.7,2.0,.346,2.6,5.7,.454,.471,1.0,1.3,.765,0.3,1.5,1.8,1.4,0.5,0.1,1.0,1.7,8.3
1527,Donte Greene,greendo01,Career,,,NBA,,253,82,16.8,2.3,5.7,.406,0.7,2.1,.304,1.7,3.6,.467,.463,0.8,1.2,.701,0.6,1.8,2.4,0.7,0.4,0.5,0.9,1.5,6.1
1528,Orien Greene,greenor01,Career,,,NBA,,131,7,11.9,1.0,2.5,.387,0.1,0.4,.212,0.9,2.1,.420,.404,0.5,0.7,.642,0.4,1.1,1.5,1.2,0.7,0.1,1.1,1.7,2.5
1530,Dave Greenwood,greenda01,Career,,,NBA,,823,418,28.4,4.0,8.3,.477,0.0,0.0,.138,3.9,8.2,.479,.478,2.3,3.1,.765,2.3,5.6,7.9,2.0,0.7,0.9,1.8,3.2,10.2
1532,Lynn Greer,greerly01,Career,,,NBA,,41,0,10.5,1.5,3.4,.433,0.4,1.3,.346,1.0,2.2,.483,.496,0.7,0.8,.844,0.0,0.6,0.7,1.3,0.4,0.0,0.4,0.8,4.1
1533,Gary Gregor,gregoga01,Career,,,TOT,,361,,23.0,3.9,9.0,.436,0.0,0.1,.750,3.9,9.0,.435,.436,1.1,1.5,.725,1.0,2.4,6.3,1.3,0.2,0.0,0.8,2.4,8.9
1534,Claude Gregory,gregocl01,Career,,,NBA,,25,2,12.6,2.5,5.4,.456,0.0,0.0,.000,2.5,5.4,.459,.456,0.5,1.4,.333,1.6,2.3,3.9,0.6,0.4,0.5,1.0,1.5,5.4
1535,John Greig,greigjo01,Career,,,NBA,,9,0,2.9,0.8,1.4,.538,0.0,0.0,,0.8,1.4,.538,.538,0.6,0.7,.833,0.2,0.4,0.7,0.0,0.0,0.1,0.2,0.4,2.1
1537,Kevin Grevey,greveke01,Career,,,NBA,,672,82,22.7,4.3,9.9,.437,0.4,1.1,.334,4.1,9.3,.444,.448,2.1,2.5,.817,0.9,1.5,2.4,1.9,0.6,0.2,1.4,1.9,11.0
1539,Adrian Griffin,griffad01,Career,,,NBA,,477,179,16.8,1.6,3.8,.438,0.1,0.4,.278,1.5,3.4,.455,.452,0.6,0.8,.763,1.1,2.1,3.2,1.4,0.9,0.1,0.7,1.8,4.0
1540,Blake Griffin,griffbl01,Career,,,NBA,,529,529,35.0,8.2,16.1,.508,0.4,1.1,.324,7.8,15.0,.522,.519,4.7,6.9,.683,2.3,6.9,9.2,4.3,0.9,0.5,2.5,2.9,21.5
1541,Eddie Griffin,griffed01,Career,,,NBA,,303,117,22.2,2.8,7.5,.377,0.8,2.5,.315,2.0,5.0,.408,.430,0.7,1.1,.671,1.6,4.1,5.8,0.8,0.3,1.7,0.7,1.7,7.2
