,Name,link,Year,Age,Position,Games Played,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,ORtg,DRtg,Team,League,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ROY,All-Rookie Team,Draft_Pick
28,Gary Alexander,alexaga01,1993-94,24.0,PF,11,5.0,0.7,1.3,0.5710000000000001,0.0,0.0,,0.7,1.3,0.5710000000000001,0.5710000000000001,0.3,0.8,0.33299999999999996,0.6,0.7,1.4,0.2,0.3,0.0,0.7,0.9,1.7,7.6,13.3,0.5710000000000001,0.0,0.0,,7.6,13.3,0.5710000000000001,2.8,8.5,0.33299999999999996,6.6,7.6,14.2,1.9,2.8,0.0,7.6,9.5,18.0,82.0,103.0,TOT,NBA,8.6,0.529,0.0,0.643,14.7,16.8,15.8,5.4,2.9,0.0,30.8,21.0,-0.1,0.1,0.0,-0.032,-5.1,-0.7,-5.8,-0.1,0,0,
29,Joe Alexander,alexajo01,2008-09,22.0,SF,59,12.1,1.7,4.2,0.41600000000000004,0.3,0.8,0.348,1.5,3.4,0.43200000000000005,0.449,1.0,1.4,0.6990000000000001,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1.8,4.7,7.4,17.7,0.41600000000000004,1.2,3.3,0.348,6.2,14.4,0.43200000000000005,4.2,6.0,0.6990000000000001,3.2,5.1,8.3,3.0,1.1,2.1,3.8,7.7,20.1,96.0,108.0,MIL,NBA,10.1,0.494,0.188,0.33899999999999997,6.9,12.3,9.5,9.5,1.1,3.4,15.6,20.9,-0.3,0.7,0.4,0.03,-3.4,0.2,-3.3,-0.2,0,0,8.0
30,Victor Alexander,alexavi01,1991-92,22.0,C,80,16.9,3.0,5.7,0.529,0.0,0.0,0.0,3.0,5.7,0.531,0.529,1.3,1.9,0.691,1.3,2.9,4.2,0.4,0.6,0.8,1.1,2.2,7.4,8.4,15.8,0.529,0.0,0.0,0.0,8.4,15.7,0.531,3.5,5.1,0.691,3.6,7.9,11.6,1.1,1.5,2.1,3.1,6.1,20.3,107.0,108.0,GSW,NBA,13.9,0.561,0.002,0.325,8.7,18.3,13.6,3.1,1.5,2.7,14.8,18.3,1.1,1.4,2.5,0.09,-2.2,-0.7,-2.9,-0.3,0,0,17.0
31,Steve Alford,alforst01,1987-88,23.0,PG,28,7.0,0.8,2.0,0.382,0.0,0.3,0.125,0.7,1.7,0.426,0.391,0.6,0.6,0.941,0.1,0.7,0.8,0.8,0.6,0.1,0.4,0.8,2.1,5.3,13.8,0.382,0.3,2.0,0.125,5.0,11.8,0.426,4.0,4.3,0.941,0.8,5.0,5.8,5.8,4.3,0.8,3.0,5.8,14.8,101.0,103.0,DAL,NBA,11.6,0.47200000000000003,0.145,0.309,1.7,10.9,6.3,15.4,4.3,0.9,16.1,15.6,0.0,0.3,0.3,0.08199999999999999,-2.6,1.8,-0.8,0.1,0,0,26.0
32,Jerome Allen,allenje01,1995-96,23.0,SG,41,8.8,0.9,2.6,0.34299999999999997,0.2,0.8,0.303,0.6,1.8,0.361,0.39,0.6,0.9,0.722,0.1,0.5,0.6,1.2,0.5,0.1,0.8,1.0,2.6,5.1,14.9,0.34299999999999997,1.4,4.7,0.303,3.7,10.2,0.361,3.7,5.1,0.722,0.7,2.8,3.5,6.9,3.0,0.7,4.8,6.0,15.3,86.0,110.0,MIN,NBA,7.8,0.447,0.314,0.34299999999999997,1.7,6.6,4.1,20.8,3.0,1.1,22.0,19.0,-0.5,0.3,-0.3,-0.033,-4.4,-1.6,-6.1,-0.4,0,0,49.0
33,Lavoy Allen,allenla01,2011-12,22.0,PF,41,15.2,1.9,4.1,0.473,0.0,0.0,,1.9,4.1,0.473,0.473,0.3,0.3,0.7859999999999999,1.1,3.0,4.2,0.8,0.3,0.4,0.5,1.8,4.1,6.8,14.3,0.473,0.0,0.0,,6.8,14.3,0.473,0.9,1.2,0.7859999999999999,4.0,10.6,14.7,2.9,1.1,1.5,1.7,6.3,14.5,104.0,98.0,PHI,NBA,12.7,0.488,0.0,0.084,8.3,22.2,15.2,8.4,1.1,2.2,10.4,14.5,0.4,1.2,1.6,0.124,-3.1,1.8,-1.3,0.1,0,0,50.0
34,Malik Allen,allenma01,2001-02,23.0,PF,12,13.4,1.8,4.3,0.431,0.0,0.1,0.0,1.8,4.2,0.44,0.431,0.7,0.8,0.8,1.3,1.9,3.2,0.4,0.3,0.7,0.2,1.3,4.3,7.5,17.4,0.431,0.0,0.3,0.0,7.5,17.1,0.44,2.7,3.4,0.8,5.1,7.8,13.0,1.7,1.0,2.7,0.7,5.5,17.7,108.0,99.0,MIA,NBA,15.0,0.469,0.02,0.196,11.0,16.6,13.8,5.5,1.0,3.8,3.5,17.0,0.2,0.3,0.5,0.141,-2.3,0.9,-1.4,0.0,0,0,
35,Randy Allen,allenra01,1988-89,24.0,SG,7,6.1,1.1,2.7,0.42100000000000004,0.0,0.1,0.0,1.1,2.6,0.444,0.42100000000000004,0.1,0.3,0.5,0.4,0.6,1.0,0.0,0.1,0.1,0.3,1.0,2.4,8.9,21.1,0.42100000000000004,0.0,1.1,0.0,8.9,20.0,0.444,1.1,2.2,0.5,3.3,4.4,7.8,0.0,1.1,1.1,2.2,7.8,18.9,88.0,112.0,SAC,NBA,6.9,0.428,0.053,0.105,7.4,10.2,8.7,0.0,1.1,1.3,9.1,20.9,-0.1,0.0,0.0,-0.035,-7.1,-5.2,-12.4,-0.1,0,0,
36,Ray Allen,allenra02,1996-97,21.0,SG,82,30.9,4.8,11.1,0.43,1.4,3.6,0.39299999999999996,3.3,7.4,0.44799999999999995,0.494,2.5,3.0,0.823,1.2,2.8,4.0,2.6,0.9,0.1,1.8,2.7,13.4,8.3,19.2,0.43,2.5,6.3,0.39299999999999996,5.8,12.9,0.44799999999999995,4.3,5.3,0.823,2.1,4.8,6.9,4.4,1.6,0.2,3.2,4.6,23.3,109.0,110.0,MIL,NBA,14.6,0.541,0.32799999999999996,0.27399999999999997,4.7,11.0,7.9,13.9,1.6,0.3,12.8,21.4,3.3,1.5,4.9,0.092,1.6,-1.2,0.3,1.5,0,1,5.0
37,Tony Allen,allento01,2004-05,23.0,SG,77,16.4,2.4,5.0,0.475,0.2,0.4,0.387,2.2,4.6,0.483,0.491,1.5,2.0,0.737,1.1,1.8,2.9,0.8,1.0,0.3,1.0,2.0,6.4,7.5,15.8,0.475,0.5,1.3,0.387,7.0,14.5,0.483,4.6,6.2,0.737,3.5,5.5,9.0,2.6,3.1,1.0,3.1,6.4,20.1,106.0,104.0,BOS,NBA,14.7,0.542,0.08,0.39299999999999996,8.0,12.3,10.2,8.2,3.1,1.4,14.5,18.9,1.2,1.6,2.7,0.10300000000000001,-0.7,0.6,-0.1,0.6,0,0,25.0
38,Lance Allred,allrela01,2007-08,26.0,C,3,3.3,0.3,1.3,0.25,0.0,0.0,,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,5.3,21.3,0.25,0.0,0.0,,5.3,21.3,0.25,5.3,10.6,0.5,0.0,5.3,5.3,0.0,0.0,0.0,0.0,5.3,16.0,72.0,112.0,CLE,NBA,-1.0,0.307,0.0,0.5,0.0,11.8,5.7,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,-0.125,-12.6,-7.1,-19.7,0.0,0,0,
39,Darrell Allums,allumda01,1980-81,22.0,PF,22,12.5,1.0,3.0,0.34299999999999997,0.0,0.0,0.0,1.0,3.0,0.348,0.34299999999999997,0.6,1.0,0.591,0.9,2.1,3.0,1.1,0.2,0.4,1.0,2.3,2.7,4.1,11.8,0.34299999999999997,0.0,0.2,0.0,4.1,11.6,0.348,2.3,3.9,0.591,3.3,8.1,11.5,4.4,0.9,1.4,4.1,9.0,10.4,79.0,109.0,DAL,NBA,5.3,0.385,0.015,0.32799999999999996,7.6,19.7,13.4,12.5,0.9,1.7,23.1,15.1,-0.5,0.2,-0.3,-0.054000000000000006,-5.9,0.4,-5.6,-0.2,0,0,103.0
40,Morris Almond,almonmo01,2007-08,22.0,SG,9,4.3,0.4,1.7,0.267,0.1,0.4,0.25,0.3,1.2,0.273,0.3,0.4,0.7,0.667,0.0,0.2,0.2,0.3,0.1,0.0,0.2,0.6,1.4,5.3,19.8,0.267,1.3,5.3,0.25,4.0,14.5,0.273,5.3,7.9,0.667,0.0,2.6,2.6,4.0,1.3,0.0,2.6,6.6,17.2,81.0,111.0,UTA,NBA,2.0,0.368,0.267,0.4,0.0,6.2,3.1,10.5,1.3,0.0,10.2,22.5,-0.1,0.0,-0.1,-0.081,-6.9,-4.0,-11.0,-0.1,0,0,25.0
41,Derrick Alston,alstode01,1994-95,22.0,C,64,16.1,1.9,4.0,0.465,0.0,0.1,0.0,1.9,4.0,0.47200000000000003,0.465,0.9,1.9,0.49200000000000005,1.5,1.9,3.4,0.5,0.6,0.5,0.8,1.7,4.7,6.1,13.2,0.465,0.0,0.2,0.0,6.1,13.0,0.47200000000000003,3.0,6.1,0.49200000000000005,5.0,6.2,11.2,1.7,2.0,1.8,2.7,5.5,15.3,99.0,109.0,PHI,NBA,11.6,0.48100000000000004,0.016,0.465,11.0,13.8,12.4,5.1,2.0,2.5,14.6,15.7,0.0,1.0,1.0,0.045,-2.9,0.5,-2.4,-0.1,0,0,33.0
42,Rafer Alston,alstora01,1999-00,23.0,PG,27,13.4,1.0,3.5,0.284,0.1,0.5,0.214,0.9,3.0,0.29600000000000004,0.3,0.1,0.1,0.75,0.2,0.7,0.9,2.6,0.4,0.0,1.1,1.1,2.2,3.9,13.6,0.284,0.4,2.0,0.214,3.4,11.6,0.29600000000000004,0.4,0.6,0.75,0.7,2.6,3.3,10.0,1.7,0.0,4.2,4.2,8.6,76.0,112.0,MIL,NBA,4.3,0.31,0.147,0.042,1.6,5.8,3.7,26.8,1.7,0.0,23.1,15.5,-0.7,0.0,-0.7,-0.095,-6.0,-3.4,-9.5,-0.7,0,0,39.0
43,Peter Aluma,alumape01,1998-99,25.0,C,2,2.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,1.0,2.0,1.0,10.0,20.0,0.5,0.0,0.0,,10.0,20.0,0.5,0.0,0.0,,10.0,10.0,20.0,0.0,10.0,10.0,20.0,40.0,20.0,55.0,73.0,SAC,NBA,3.1,0.5,0.0,0.0,21.2,21.0,21.1,0.0,10.0,12.7,50.0,34.1,0.0,0.0,0.0,-0.20600000000000002,-15.2,8.2,-7.1,0.0,0,0,
44,John Amaechi,amaecjo01,1995-96,25.0,PF,28,12.8,1.0,2.5,0.414,0.0,0.0,,1.0,2.5,0.414,0.414,0.7,1.2,0.5760000000000001,0.5,1.4,1.9,0.3,0.2,0.4,1.2,1.8,2.8,4.7,11.4,0.414,0.0,0.0,,4.7,11.4,0.414,3.1,5.4,0.5760000000000001,2.1,6.4,8.5,1.5,1.0,1.8,5.6,8.0,12.6,74.0,108.0,CLE,NBA,3.1,0.456,0.0,0.47100000000000003,4.8,14.8,9.7,4.1,1.0,2.7,28.7,16.8,-0.9,0.4,-0.6,-0.075,-9.1,0.1,-9.0,-0.6,0,0,
45,Ashraf Amaya,amayaas01,1995-96,24.0,PF,54,20.4,2.2,4.7,0.48,0.0,0.0,0.0,2.2,4.6,0.48200000000000004,0.48,1.8,2.8,0.6509999999999999,2.1,3.5,5.6,0.6,0.4,0.2,1.1,2.8,6.3,5.8,12.0,0.48,0.0,0.0,0.0,5.8,12.0,0.48200000000000004,4.6,7.1,0.6509999999999999,5.4,9.0,14.5,1.6,1.1,0.5,2.7,7.2,16.2,106.0,108.0,VAN,NBA,11.8,0.534,0.004,0.591,11.7,20.8,16.1,5.1,1.1,0.7,15.2,15.5,0.7,1.1,1.8,0.078,-3.4,-0.5,-3.9,-0.5,0,0,
46,Al-Farouq Aminu,aminual01,2010-11,20.0,SF,81,17.9,2.0,5.0,0.39399999999999996,0.6,1.8,0.315,1.4,3.2,0.43700000000000006,0.45,1.1,1.5,0.773,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.5,5.6,5.7,14.5,0.39399999999999996,1.6,5.1,0.315,4.1,9.4,0.43700000000000006,3.3,4.2,0.773,2.7,6.8,9.5,2.1,2.1,0.9,3.7,4.3,16.3,94.0,108.0,LAC,NBA,9.6,0.499,0.35200000000000004,0.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,-0.8,1.4,0.7,0.022000000000000002,-3.1,0.1,-3.0,-0.4,0,0,8.0
47,Lou Amundson,amundlo01,2006-07,24.0,PF,11,8.1,0.5,1.4,0.4,0.0,0.0,,0.5,1.4,0.4,0.4,0.4,0.9,0.4,1.2,1.4,2.5,0.1,0.1,0.7,0.5,1.4,1.5,3.6,8.9,0.4,0.0,0.0,,3.6,8.9,0.4,2.4,5.9,0.4,7.7,8.9,16.6,0.6,0.6,4.8,3.0,8.9,9.5,91.0,103.0,TOT,NBA,9.6,0.41200000000000003,0.0,0.667,17.6,20.2,18.9,1.7,0.6,6.9,20.5,12.7,-0.1,0.1,0.1,0.039,-5.5,1.4,-4.1,0.0,0,0,
48,Chris Andersen,anderch01,2001-02,23.0,C,24,10.9,1.0,3.1,0.33799999999999997,0.0,0.2,0.0,1.0,2.9,0.35700000000000004,0.33799999999999997,0.9,1.2,0.7859999999999999,1.6,1.6,3.2,0.3,0.3,1.2,0.5,1.5,3.0,5.1,15.0,0.33799999999999997,0.0,0.8,0.0,5.1,14.2,0.35700000000000004,4.5,5.7,0.7859999999999999,7.7,7.7,15.4,1.4,1.4,5.7,2.6,7.1,14.6,96.0,103.0,DEN,NBA,13.8,0.41700000000000004,0.054000000000000006,0.37799999999999995,15.8,17.4,16.5,4.2,1.4,7.9,13.1,17.0,0.0,0.3,0.3,0.057999999999999996,-4.1,2.2,-1.9,0.0,0,0,
49,David Andersen,anderda03,2009-10,29.0,C,63,14.1,2.3,5.4,0.43200000000000005,0.4,1.2,0.34600000000000003,1.9,4.2,0.45799999999999996,0.47200000000000003,0.7,1.1,0.687,0.9,2.4,3.3,0.7,0.2,0.2,0.6,1.9,5.8,8.4,19.5,0.43200000000000005,1.5,4.5,0.34600000000000003,6.9,15.0,0.45799999999999996,2.6,3.8,0.687,3.1,8.8,11.9,2.5,0.9,0.7,2.1,6.8,21.0,103.0,108.0,HOU,NBA,12.1,0.49700000000000005,0.22899999999999998,0.19699999999999998,6.7,20.6,13.4,8.1,0.9,1.0,9.1,20.2,0.4,0.9,1.3,0.07,-2.5,-1.3,-3.8,-0.4,0,0,37.0
50,Alan Anderson,anderal01,2005-06,23.0,SF,36,15.7,2.1,5.0,0.414,0.7,1.6,0.414,1.4,3.4,0.415,0.48100000000000004,0.9,1.1,0.805,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1.3,5.8,6.8,16.5,0.414,2.2,5.3,0.414,4.6,11.2,0.415,3.0,3.7,0.805,2.1,4.3,6.4,2.9,1.0,0.4,2.9,4.4,18.9,101.0,111.0,CHA,NBA,10.4,0.52,0.32,0.22699999999999998,4.4,10.3,7.2,9.3,1.0,0.6,13.9,18.2,0.2,0.3,0.4,0.037000000000000005,-1.9,-1.8,-3.7,-0.2,0,0,
51,Antonio Anderson,anderan02,2009-10,24.0,SF,1,15.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.4,10.3,0.33299999999999996,0.0,0.0,,3.4,10.3,0.33299999999999996,0.0,0.0,,3.4,0.0,3.4,0.0,0.0,0.0,3.4,3.4,6.9,66.0,114.0,OKC,NBA,-1.7,0.33299999999999996,0.0,0.0,7.9,0.0,3.8,0.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,-0.10400000000000001,-8.2,-3.1,-11.4,0.0,0,0,
52,Derek Anderson,anderde01,1997-98,23.0,SF,66,27.9,3.6,8.9,0.408,0.3,1.3,0.20199999999999999,3.4,7.6,0.442,0.42200000000000004,4.2,4.8,0.873,0.8,2.0,2.8,3.4,1.3,0.2,1.9,2.1,11.7,6.9,17.0,0.408,0.5,2.4,0.20199999999999999,6.4,14.6,0.442,8.0,9.1,0.873,1.6,3.8,5.4,6.6,2.5,0.4,3.7,4.0,22.4,107.0,101.0,CLE,NBA,15.3,0.531,0.14300000000000002,0.5379999999999999,3.7,8.7,6.2,21.3,2.5,0.5,15.0,21.4,2.6,2.8,5.3,0.139,0.4,0.7,1.0,1.4,0,1,13.0
53,Dwight Anderson,anderdw01,1982-83,22.0,PG,5,6.6,1.4,2.8,0.5,0.0,0.0,,1.4,2.8,0.5,0.5,1.4,2.0,0.7,0.0,0.4,0.4,0.6,0.2,0.0,1.0,1.4,4.2,9.1,18.2,0.5,0.0,0.0,,9.1,18.2,0.5,9.1,13.0,0.7,0.0,2.6,2.6,3.9,1.3,0.0,6.5,9.1,27.3,96.0,112.0,DEN,NBA,10.6,0.5710000000000001,0.0,0.7140000000000001,0.0,6.1,3.1,11.5,1.3,0.0,21.4,26.2,0.0,0.0,0.0,0.001,-3.9,-5.1,-9.0,-0.1,0,0,41.0
54,Eric Anderson,anderer01,1992-93,22.0,PF,16,2.8,0.3,1.1,0.278,0.0,0.0,,0.3,1.1,0.278,0.278,0.7,0.8,0.846,0.4,0.5,0.9,0.2,0.2,0.1,0.3,0.9,1.3,5.8,20.8,0.278,0.0,0.0,,5.8,20.8,0.278,12.7,15.0,0.846,6.9,9.2,16.2,3.5,3.5,1.2,5.8,16.2,24.2,94.0,93.0,NYK,NBA,11.3,0.44299999999999995,0.0,0.722,15.6,19.6,17.7,9.9,3.5,1.5,17.4,28.2,0.0,0.1,0.1,0.091,-4.5,2.2,-2.3,0.0,0,0,
55,Greg Anderson,andergr01,1987-88,23.0,PF,82,24.2,4.6,9.2,0.501,0.0,0.1,0.2,4.6,9.2,0.503,0.502,2.4,4.0,0.604,2.0,4.3,6.3,1.0,0.7,1.5,1.7,2.8,11.7,8.8,17.5,0.501,0.0,0.1,0.2,8.8,17.4,0.503,4.6,7.6,0.604,3.7,8.2,11.9,1.8,1.3,2.8,3.3,5.3,22.2,103.0,110.0,SAS,NBA,14.7,0.531,0.006999999999999999,0.434,8.7,19.4,14.0,5.3,1.3,3.4,13.7,20.8,0.8,1.5,2.3,0.055999999999999994,-2.2,-0.6,-2.7,-0.4,0,1,23.0
56,J.J. Anderson,anderjj01,1982-83,22.0,SF,65,18.5,2.9,5.8,0.501,0.0,0.1,0.0,2.9,5.8,0.507,0.501,1.5,2.7,0.5710000000000001,1.8,2.7,4.5,1.0,1.0,0.3,1.2,2.4,7.4,7.1,14.1,0.501,0.0,0.1,0.0,7.1,14.0,0.507,3.7,6.5,0.5710000000000001,4.4,6.5,11.0,2.5,2.3,0.8,2.9,5.7,17.9,103.0,103.0,TOT,NBA,13.7,0.526,0.011000000000000001,0.462,10.4,14.4,12.5,7.6,2.3,0.9,14.8,17.4,0.9,1.4,2.3,0.094,-0.7,0.3,-0.3,0.5,0,0,36.0
57,James Anderson,anderja01,2010-11,21.0,SF,26,11.0,1.2,3.1,0.38299999999999995,0.7,1.8,0.391,0.5,1.3,0.371,0.494,0.5,0.7,0.778,0.1,0.8,0.9,0.7,0.1,0.2,0.5,0.9,3.6,5.6,14.7,0.38299999999999995,3.3,8.4,0.391,2.4,6.4,0.371,2.5,3.3,0.778,0.4,3.8,4.2,3.3,0.5,1.1,2.4,4.4,17.1,102.0,110.0,SAS,NBA,8.5,0.529,0.568,0.222,0.8,8.3,4.7,9.2,0.5,1.5,12.8,16.4,0.1,0.2,0.3,0.051,-1.9,-1.5,-3.4,-0.1,0,0,20.0
58,Kenny Anderson,anderke01,1991-92,21.0,PG,64,17.0,2.9,7.5,0.39,0.0,0.2,0.231,2.9,7.3,0.39399999999999996,0.39299999999999996,1.1,1.5,0.745,0.6,1.4,2.0,3.2,1.0,0.1,1.5,1.1,7.0,8.4,21.7,0.39,0.1,0.6,0.231,8.3,21.1,0.39399999999999996,3.3,4.4,0.745,1.7,4.0,5.7,9.2,3.0,0.4,4.4,3.1,20.3,96.0,109.0,NJN,NBA,12.8,0.43,0.027000000000000003,0.204,3.6,9.0,6.2,26.5,3.0,0.5,15.6,22.9,-0.6,1.1,0.5,0.022000000000000002,-2.7,-0.9,-3.6,-0.5,0,0,2.0
59,Michael Anderson,andermi01,1988-89,22.0,PG,36,20.3,2.0,4.9,0.41700000000000004,0.0,0.2,0.14300000000000002,2.0,4.7,0.429,0.42,1.6,2.3,0.695,1.2,1.3,2.5,4.3,1.2,0.1,2.3,1.8,5.7,4.6,11.0,0.41700000000000004,0.1,0.4,0.14300000000000002,4.5,10.6,0.429,3.6,5.2,0.695,2.8,2.8,5.6,9.7,2.8,0.2,5.3,4.0,12.9,93.0,109.0,SAS,NBA,10.5,0.483,0.04,0.469,6.3,7.1,6.7,26.9,2.8,0.2,28.5,15.7,-0.5,0.6,0.2,0.01,-3.0,-0.4,-3.4,-0.3,0,0,73.0
60,Nick Anderson,anderni01,1989-90,22.0,SG,81,22.0,4.6,9.3,0.494,0.0,0.2,0.059000000000000004,4.6,9.1,0.504,0.495,2.3,3.3,0.705,1.3,2.6,3.9,1.5,0.9,0.4,1.7,1.7,11.5,9.6,19.4,0.494,0.0,0.4,0.059000000000000004,9.6,19.0,0.504,4.8,6.8,0.705,2.8,5.4,8.2,3.2,1.8,0.9,3.6,3.6,24.0,105.0,114.0,ORL,NBA,14.9,0.536,0.023,0.35100000000000003,6.1,12.7,9.3,10.5,1.8,1.0,13.7,22.1,1.2,0.7,1.8,0.049,-0.7,-1.0,-1.7,0.1,0,0,11.0
61,Richard Anderson,anderri01,1982-83,22.0,C,78,16.3,2.2,5.5,0.40399999999999997,0.1,0.2,0.368,2.1,5.3,0.405,0.41200000000000003,0.6,0.9,0.696,1.4,2.1,3.5,1.5,0.7,0.3,1.2,2.2,5.2,6.4,15.8,0.40399999999999997,0.3,0.7,0.368,6.1,15.1,0.405,1.8,2.5,0.696,4.1,5.9,10.0,4.4,2.1,1.0,3.4,6.2,14.7,94.0,108.0,SDC,NBA,10.4,0.43700000000000006,0.044000000000000004,0.16,9.2,15.6,12.2,12.1,2.1,1.2,16.8,16.9,-0.3,0.8,0.5,0.017,-2.4,-0.2,-2.6,-0.2,0,0,32.0
62,Ron Anderson,anderro01,1984-85,26.0,SF,36,14.4,2.3,5.4,0.431,0.0,0.1,0.5,2.3,5.4,0.43,0.433,1.1,1.4,0.82,1.1,1.4,2.4,0.9,0.3,0.2,0.9,1.1,5.8,7.6,17.7,0.431,0.1,0.2,0.5,7.5,17.5,0.43,3.7,4.5,0.82,3.5,4.4,8.0,3.1,0.8,0.6,3.1,3.6,19.0,100.0,112.0,CLE,NBA,10.7,0.484,0.01,0.256,8.1,10.2,9.2,9.1,0.8,0.7,13.5,19.4,0.0,0.3,0.3,0.032,-2.4,-1.0,-3.5,-0.2,0,0,27.0
63,Ryan Anderson,anderry01,2008-09,20.0,PF,66,19.9,2.4,6.2,0.39299999999999996,1.0,2.9,0.365,1.4,3.3,0.41700000000000004,0.478,1.5,1.8,0.845,1.6,3.1,4.7,0.8,0.7,0.3,1.0,2.4,7.4,6.5,16.6,0.39299999999999996,2.8,7.7,0.365,3.7,8.9,0.41700000000000004,4.0,4.7,0.845,4.2,8.4,12.7,2.1,1.8,0.8,2.6,6.4,19.8,108.0,109.0,NJN,NBA,13.6,0.532,0.46399999999999997,0.285,9.3,19.0,14.1,6.4,1.8,1.2,12.1,18.6,1.3,1.2,2.5,0.09,-0.1,-1.0,-1.1,0.3,0,0,21.0
64,Shandon Anderson,andersh01,1996-97,23.0,SG,65,16.4,2.3,4.9,0.462,0.4,0.7,0.511,1.9,4.2,0.45399999999999996,0.5,1.0,1.5,0.687,0.8,2.0,2.8,0.8,0.4,0.1,1.1,1.7,5.9,7.4,15.9,0.462,1.2,2.4,0.511,6.2,13.6,0.45399999999999996,3.4,5.0,0.687,2.6,6.4,9.0,2.5,1.4,0.4,3.7,5.7,19.3,99.0,106.0,UTA,NBA,10.4,0.534,0.14800000000000002,0.311,6.5,14.0,10.5,7.1,1.4,0.6,16.8,18.9,0.1,1.2,1.2,0.055999999999999994,-2.2,-0.7,-2.9,-0.2,0,0,54.0
65,Willie Anderson,anderwi01,1988-89,22.0,SF,81,33.8,7.9,15.9,0.498,0.0,0.3,0.19,7.9,15.6,0.503,0.5,2.8,3.6,0.775,1.9,3.3,5.1,4.6,1.9,0.8,3.2,3.6,18.6,10.8,21.6,0.498,0.1,0.4,0.19,10.7,21.3,0.503,3.8,4.9,0.775,2.6,4.5,7.0,6.3,2.5,1.0,4.4,5.0,25.4,105.0,108.0,SAS,NBA,16.6,0.534,0.016,0.225,5.8,11.1,8.4,21.1,2.5,1.4,15.6,23.8,2.1,2.8,4.9,0.085,0.9,0.6,1.5,2.4,0,1,10.0
66,Martynas Andriuskevicius,andrima01,2005-06,19.0,C,6,1.5,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.2,0.0,0.0,5.9,0.0,0.0,0.0,,0.0,5.9,0.0,0.0,0.0,,5.9,17.8,23.8,0.0,11.9,0.0,0.0,5.9,0.0,64.0,78.0,CLE,NBA,15.5,0.0,0.0,0.0,13.0,39.8,26.3,0.0,11.9,0.0,0.0,5.1,0.0,0.0,0.0,0.155,-6.8,6.8,0.1,0.0,0,0,44.0
67,Michael Ansley,anslemi01,1989-90,22.0,SF,72,17.0,3.2,6.5,0.49700000000000005,0.0,0.0,,3.2,6.5,0.49700000000000005,0.49700000000000005,2.3,3.2,0.722,2.6,2.4,5.0,0.6,0.3,0.2,0.7,2.1,8.7,8.7,17.6,0.49700000000000005,0.0,0.0,,8.7,17.6,0.49700000000000005,6.2,8.6,0.722,7.1,6.6,13.7,1.5,0.9,0.6,1.9,5.7,23.6,120.0,115.0,ORL,NBA,17.3,0.5539999999999999,0.0,0.488,15.7,15.6,15.6,4.8,0.9,0.8,8.1,19.7,3.0,0.3,3.3,0.129,1.3,-2.8,-1.5,0.1,0,0,37.0
68,Chris Anstey,anstech01,1997-98,23.0,C,41,16.6,2.2,5.6,0.39799999999999996,0.1,0.4,0.188,2.2,5.2,0.414,0.405,1.3,1.8,0.716,1.3,2.5,3.8,0.9,0.8,0.7,1.0,2.3,5.9,7.2,18.1,0.39799999999999996,0.2,1.3,0.188,7.0,16.9,0.414,4.2,5.8,0.716,4.2,8.2,12.3,2.7,2.4,2.1,3.2,7.5,18.8,94.0,103.0,DAL,NBA,13.2,0.455,0.069,0.32,8.5,17.4,12.8,8.7,2.4,2.8,13.5,20.5,-0.2,0.9,0.6,0.044000000000000004,-3.6,0.5,-3.1,-0.2,0,0,18.0
