,Name,link,Year,blank,blank,League,blank,Games Played,TotalMin,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blank,OWS,DWS,WS,WS/48,blank,OBPM,DBPM,BPM,VORP
2497,Malcolm Mackey,mackema01,Career,,,NBA,,22,69,12.6,.395,.054,.216,19.8,19.4,19.6,2.2,0.0,2.7,4.7,25.8,,0.0,0.1,0.1,.036,,-4.7,-5.9,-10.7,-0.2
2498,Rudy Macklin,macklru01,Career,,,NBA,,160,2752,10.0,.508,.008,.363,8.1,10.5,9.3,6.4,1.5,0.6,17.0,18.9,,0.1,3.1,3.2,.056,,-2.5,-0.4,-2.8,-0.6
2499,Vernon Macklin,macklve01,Career,,,NBA,,23,135,18.2,.559,.000,.400,12.0,18.3,15.0,6.4,1.6,2.3,6.8,15.1,,0.3,0.1,0.5,.161,,-0.2,-0.5,-0.6,0.0
2501,Don MacLean,macledo01,Career,,,NBA,,319,6679,15.1,.520,.068,.358,6.0,15.0,10.4,10.3,0.9,0.5,10.6,24.4,,7.0,2.4,9.4,.067,,-1.0,-2.7,-3.7,-2.9
2502,Mark Macon,maconma01,Career,,,NBA,,251,5018,8.9,.429,.070,.198,3.7,6.6,5.1,12.6,3.5,0.3,14.1,19.1,,-5.0,5.1,0.1,.001,,-3.5,0.3,-3.2,-1.5
2503,Kyle Macy,macyky01,Career,,,NBA,,551,14246,14.0,.559,.131,.189,2.5,7.1,4.8,20.8,2.1,0.2,13.2,15.5,,22.1,13.9,36.0,.121,,0.8,-0.6,0.2,7.9
2505,Tito Maddox,maddoti01,Career,,,NBA,,9,35,11.2,.354,.250,.667,3.4,19.3,11.5,22.8,4.6,2.0,16.2,24.4,,-0.1,0.1,0.0,-0.011,,-4.7,2.5,-2.2,0.0
2506,Gerald Madkins,madkige01,Career,,,NBA,,48,420,8.7,.499,.451,.296,0.8,6.2,3.4,22.8,3.0,0.2,26.5,11.6,,-0.1,0.4,0.3,.038,,-3.9,-1.2,-5.1,-0.3
2507,Mark Madsen,madsema01,Career,,,NBA,,453,5335,8.1,.482,.019,.482,12.2,12.6,12.4,4.9,1.2,1.4,16.9,10.5,,3.3,4.9,8.2,.074,,-2.4,0.2,-2.2,-0.2
2509,Josh Magette,magetjo01,Career,,,NBA,,17,197,11.6,.450,.500,.190,1.1,9.1,5.1,38.4,1.7,0.0,16.5,12.1,,0.3,0.1,0.3,.084,,-2.5,-3.5,-6.0,-0.2
2510,Corey Maggette,maggeco01,Career,,,NBA,,827,23358,17.9,.577,.160,.624,4.5,15.2,9.9,12.8,1.3,0.4,14.1,25.7,,46.2,15.9,62.2,.128,,1.3,-1.7,-0.4,9.5
2511,Dave Magley,magleda01,Career,,,NBA,,14,56,3.9,.307,.063,.500,4.0,16.7,10.2,4.8,1.8,0.0,9.3,16.1,,-0.1,0.0,-0.1,-0.066,,-7.6,-1.4,-8.9,-0.1
2512,Jamaal Magloire,magloja01,Career,,,NBA,,680,14621,13.5,.531,.002,.592,11.2,24.3,17.7,4.4,0.8,3.1,17.7,17.7,,8.1,19.7,27.7,.091,,-3.3,0.4,-2.9,-3.3
2514,Ian Mahinmi,mahinia01,Career,,,NBA,,542,8993,13.1,.573,.004,.584,10.2,18.8,14.6,4.8,1.7,3.3,17.9,14.8,,8.1,15.8,23.9,.128,,-2.5,2.3,-0.2,4.0
2518,Rick Mahorn,mahorri01,Career,,,NBA,,1117,25779,11.6,.535,.006,.353,7.9,22.1,15.0,5.8,1.2,2.3,16.7,14.2,,10.5,41.2,51.7,.096,,-2.5,2.2,-0.3,10.7
2519,Dan Majerle,majerda01,Career,,,NBA,,955,30206,13.8,.538,.414,.245,4.3,11.6,8.1,13.3,2.0,0.8,9.9,16.2,,44.5,34.0,78.5,.125,,1.8,0.8,2.7,35.6
2520,Renaldo Major,majorre01,Career,,,NBA,,1,27,-3.7,.230,.000,.200,0.0,8.3,4.1,0.0,3.6,0.0,8.4,18.7,,-0.1,0.0,-0.1,-0.196,,-13.0,-2.3,-15.2,-0.1
2521,Thon Maker,makerth01,Career,,,NBA,,128,1767,11.6,.523,.357,.285,7.6,14.7,11.2,5.6,1.4,3.8,9.7,15.6,,1.2,1.6,2.8,.077,,-1.9,-0.2,-2.1,-0.1
2523,Jeff Malone,malonje01,Career,,,NBA,,905,29660,15.2,.533,.022,.231,2.2,6.7,4.4,12.0,1.0,0.2,8.7,25.1,,36.7,17.5,54.2,.088,,0.2,-2.3,-2.1,-0.9
2524,Karl Malone,malonka01,Career,,,NBA,,1476,54852,23.9,.577,.012,.503,7.9,23.5,16.0,17.6,1.9,1.5,12.4,29.4,,142.2,92.4,234.6,.205,,3.6,1.8,5.4,102.5
2525,Moses Malone,malonmo01,Career,,,TOT,,1455,49444,22.0,.569,.004,.572,16.3,23.2,19.8,5.9,1.2,2.2,14.6,25.3,,118.6,60.5,179.1,.174,,2.3,-0.6,1.7,46.7
2526,Matt Maloney,malonma01,Career,,,NBA,,295,7470,10.6,.534,.559,.139,1.0,6.7,3.9,18.3,1.7,0.1,15.8,14.7,,5.7,3.8,9.5,.061,,-0.2,-1.6,-1.9,0.2
2527,Steve Malovic,malovst01,Career,,,NBA,,39,445,7.2,.507,.000,.403,8.4,12.3,10.3,6.9,0.8,0.7,22.6,9.0,,0.1,0.1,0.3,.027,,-3.0,-0.7,-3.7,-0.2
2532,Danny Manning,mannida01,Career,,,NBA,,883,24202,16.9,.552,.020,.317,7.1,14.4,10.8,13.8,2.1,2.1,14.2,23.1,,26.7,28.5,55.1,.109,,0.5,1.0,1.6,21.7
2533,Ed Manning,mannied01,Career,,,TOT,,604,10234,10.8,.481,.002,.195,6.4,17.0,11.6,6.2,2.2,0.5,13.3,15.0,,2.4,12.2,14.6,.069,,-1.7,0.6,-1.1,0.6
2535,Rich Manning,manniri01,Career,,,NBA,,55,512,8.1,.439,.026,.144,7.1,14.6,10.7,3.6,0.7,1.2,10.4,20.6,,-0.6,0.3,-0.3,-0.028,,-6.7,-3.2,-10.0,-1.0
2536,Pace Mannion,mannipa01,Career,,,NBA,,216,2125,9.4,.465,.127,.315,4.5,8.9,6.7,14.5,2.4,0.6,15.7,16.0,,-0.6,2.2,1.7,.038,,-2.9,0.0,-2.9,-0.5
2538,Pete Maravich,maravpe01,Career,,,NBA,,658,24316,18.4,.500,.001,.310,2.6,8.9,5.5,23.1,1.6,0.4,14.5,29.2,,30.6,16.1,46.7,.092,,2.5,-1.7,0.8,11.4
2540,Devyn Marble,marblde01,Career,,,NBA,,44,457,5.5,.366,.470,.348,2.6,14.4,8.4,8.8,2.4,0.5,10.8,14.5,,-0.7,0.4,-0.3,-0.028,,-4.8,-0.2,-5.0,-0.3
2541,Roy Marble,marblro01,Career,,,NBA,,29,194,4.0,.327,.029,.457,10.5,8.3,9.4,8.1,1.8,1.0,16.8,21.9,,-0.6,0.1,-0.5,-0.122,,-6.7,-1.9,-8.5,-0.3
2542,Stephon Marbury,marbust01,Career,,,NBA,,846,31891,18.7,.528,.229,.361,2.1,7.1,4.5,36.1,1.7,0.3,14.2,25.4,,63.3,14.2,77.5,.117,,3.6,-2.4,1.2,25.6
2543,Sarunas Marciulionis,marcisa01,Career,,,NBA,,363,8123,16.7,.595,.111,.570,4.0,7.1,5.6,14.8,2.7,0.2,15.5,23.3,,14.5,5.5,20.0,.118,,1.3,-1.5,-0.2,3.7
2546,Shawn Marion,mariosh01,Career,,,NBA,,1163,40097,18.8,.542,.159,.191,7.8,20.5,14.3,9.1,2.3,2.2,9.7,20.4,,63.6,61.3,124.9,.150,,1.1,2.1,3.2,52.1
2547,Boban Marjanovic,marjabo01,Career,,,NBA,,123,1076,27.4,.629,.000,.556,15.9,29.0,22.4,7.6,1.3,3.5,11.4,25.1,,4.1,2.1,6.2,.278,,1.2,0.3,1.5,1.0
2548,Lauri Markkanen,markkla01,Career,,,NBA,,64,1925,15.0,.547,.467,.188,3.9,23.6,13.4,6.2,0.9,1.7,8.3,21.6,,1.3,1.6,2.9,.073,,-0.9,-1.2,-2.1,0.0
2549,Damir Markota,markoda01,Career,,,NBA,,30,170,5.0,.449,.308,.212,7.5,14.0,10.7,5.2,0.9,0.5,20.9,19.1,,-0.3,0.0,-0.2,-0.070,,-5.7,-3.3,-9.0,-0.3
2550,Sean Marks,marksse01,Career,,,NBA,,230,2275,9.1,.488,.043,.299,8.3,17.8,13.1,3.6,0.8,3.0,15.1,16.0,,-0.5,3.1,2.6,.055,,-5.1,0.2,-4.9,-1.7
2554,Donny Marshall,marshdo02,Career,,,NBA,,119,919,8.7,.457,.461,.417,5.3,11.5,8.4,6.5,2.3,0.5,12.3,19.6,,-0.4,1.3,0.9,.045,,-3.4,-1.4,-4.7,-0.6
2555,Donyell Marshall,marshdo01,Career,,,NBA,,957,25027,16.8,.516,.274,.236,8.5,20.6,14.5,9.2,1.7,2.5,11.1,20.9,,27.3,31.6,59.0,.113,,0.4,0.7,1.0,19.1
2556,Kendall Marshall,marshke01,Career,,,NBA,,160,3083,10.7,.489,.439,.091,0.8,8.2,4.5,37.1,1.7,0.2,25.8,15.8,,-0.2,1.2,1.0,.015,,-2.5,-3.1,-5.6,-2.8
2557,Rawle Marshall,marshra01,Career,,,NBA,,63,602,8.1,.468,.141,.497,3.1,8.6,5.9,6.0,1.8,1.5,15.8,16.3,,-0.3,0.6,0.2,.018,,-4.5,-0.5,-5.0,-0.5
2560,Bill Martin,martibi01,Career,,,NBA,,84,860,10.4,.488,.024,.201,6.8,10.6,8.7,10.0,1.7,0.6,15.4,23.0,,-0.5,0.8,0.3,.016,,-3.5,-1.7,-5.1,-0.7
2561,Bob Martin,martibo01,Career,,,NBA,,54,549,6.8,.489,.000,.548,7.4,15.5,11.5,4.3,0.7,3.8,20.1,10.9,,-0.1,0.4,0.3,.026,,-5.2,0.7,-4.6,-0.4
2562,Brian Martin,martibr01,Career,,,NBA,,8,21,-1.6,.381,.000,.286,5.5,17.3,11.3,0.0,0.0,2.9,20.2,19.0,,-0.1,0.0,-0.1,-0.132,,-11.5,-4.3,-15.8,-0.1
2563,Cartier Martin,martica01,Career,,,NBA,,243,3351,10.1,.517,.534,.189,3.0,12.9,7.9,5.7,1.5,0.6,9.7,17.7,,1.1,2.7,3.7,.054,,-1.5,-1.9,-3.4,-1.2
2564,Cuonzo Martin,marticu01,Career,,,NBA,,7,32,4.2,.349,.417,.167,7.4,3.8,5.6,15.7,1.6,0.0,13.4,21.4,,-0.1,0.0,-0.1,-0.151,,-4.8,-3.8,-8.6,-0.1
2565,Darrick Martin,martida01,Career,,,NBA,,514,9165,12.5,.500,.331,.306,1.3,6.3,3.7,26.2,1.9,0.2,15.2,20.2,,6.8,2.7,9.6,.050,,-0.4,-3.2,-3.7,-3.9
2568,Fernando Martin,martife01,Career,,,NBA,,24,146,-0.9,.307,.032,.355,6.3,15.0,10.7,7.2,2.2,0.4,35.8,15.0,,-0.6,0.2,-0.4,-0.144,,-9.5,0.8,-8.7,-0.2
2569,Jarell Martin,martija01,Career,,,NBA,,141,2576,10.5,.509,.163,.300,7.7,17.6,12.5,5.9,1.3,2.4,13.4,17.3,,0.3,2.4,2.7,.051,,-3.5,-0.3,-3.8,-1.2
2570,Jeff Martin,martije01,Career,,,NBA,,143,2685,9.3,.468,.112,.249,5.5,6.6,6.0,5.8,1.4,1.1,8.6,17.1,,0.2,1.9,2.1,.038,,-2.7,-1.1,-3.8,-1.2
2571,Kenyon Martin,martike01,Career,,,NBA,,757,23134,15.0,.513,.035,.299,6.5,19.1,12.8,10.6,2.0,2.8,12.7,20.2,,11.9,36.1,48.0,.100,,-1.5,2.1,0.7,15.5
2572,Kevin Martin,martike02,Career,,,NBA,,714,21559,17.7,.585,.338,.465,2.1,10.0,6.1,10.6,1.5,0.3,10.2,24.4,,49.3,12.0,61.3,.137,,2.4,-2.4,0.1,11.3
2574,Maurice Martin,martima01,Career,,,NBA,,69,422,9.3,.435,.097,.444,5.9,10.5,8.1,15.0,2.0,1.2,15.5,25.3,,-0.7,0.4,-0.3,-0.033,,-4.5,-1.7,-6.2,-0.5
2578,Jamal Mashburn,mashbja01,Career,,,NBA,,611,22762,15.7,.504,.218,.297,3.4,13.0,8.2,19.3,1.5,0.3,12.1,25.8,,22.4,21.3,43.7,.092,,1.1,-0.8,0.2,12.9
2580,Anthony Mason,masonan01,Career,,,NBA,,882,30605,14.6,.563,.002,.499,7.4,20.1,13.9,15.2,1.1,0.6,15.3,15.2,,48.6,39.7,88.3,.138,,0.2,1.9,2.1,31.7
2581,Desmond Mason,masonde01,Career,,,NBA,,643,19641,12.7,.509,.039,.380,4.7,12.4,8.5,8.9,1.2,0.9,11.9,20.2,,12.4,10.6,23.1,.056,,-1.6,-0.8,-2.4,-1.9
2582,Frank Mason III,masonfr01,Career,,,NBA,,50,959,13.3,.483,.224,.300,3.4,11.9,7.5,22.9,1.8,0.9,12.9,22.5,,0.1,0.5,0.6,.031,,-1.7,-1.5,-3.2,-0.3
2583,Roger Mason,masonro01,Career,,,NBA,,518,9147,10.9,.533,.528,.119,1.0,10.5,5.8,11.7,1.1,0.6,10.7,17.6,,6.5,6.5,13.0,.068,,-0.3,-1.5,-1.8,0.5
2584,Tony Massenburg,masseto01,Career,,,NBA,,683,12291,11.9,.519,.003,.391,9.6,18.1,13.8,3.5,1.1,1.9,14.4,17.3,,6.3,9.3,15.6,.061,,-3.3,-1.2,-4.6,-8.0
2586,Mangok Mathiang,mathima01,Career,,,NBA,,4,20,18.1,.538,.000,.143,15.9,38.8,27.1,0.0,2.4,0.0,0.0,16.1,,0.0,0.0,0.1,.182,,-4.2,-5.8,-10.0,0.0
2588,Wes Matthews,matthwe01,Career,,,NBA,,465,9305,13.0,.530,.052,.287,2.1,5.4,3.8,29.3,2.3,0.5,21.8,19.5,,2.9,8.0,11.0,.057,,-1.3,-1.7,-2.9,-2.2
2589,Wesley Matthews,matthwe02,Career,,,NBA,,655,21488,13.6,.563,.504,.239,1.9,9.2,5.5,10.7,1.8,0.5,9.7,18.9,,28.9,16.3,45.2,.101,,1.7,-0.5,1.2,17.1
2591,Marlon Maxey,maxeyma01,Career,,,NBA,,98,1146,15.6,.584,.009,.500,14.9,22.6,18.8,3.2,1.2,2.9,16.0,18.8,,1.4,1.2,2.6,.109,,-2.0,-1.8,-3.8,-0.5
2592,Jason Maxiell,maxieja01,Career,,,NBA,,618,11379,13.0,.518,.002,.430,10.6,16.3,13.4,3.8,1.1,3.4,12.7,15.7,,8.1,12.2,20.3,.086,,-2.5,0.6,-2.0,0.1
2593,Cedric Maxwell,maxwece01,Career,,,NBA,,835,23769,16.4,.629,.003,.730,9.9,14.5,12.2,10.4,1.3,1.0,18.1,17.1,,53.2,25.3,78.5,.159,,2.0,0.8,2.8,28.8
2594,Vernon Maxwell,maxweve01,Career,,,NBA,,855,24309,12.7,.498,.398,.248,1.8,8.3,5.1,18.6,2.0,0.4,13.2,22.5,,7.2,20.2,27.4,.054,,0.0,-1.4,-1.4,3.5
2596,Scott May,maysc01,Career,,,NBA,,355,8029,14.2,.520,.003,.328,7.0,12.7,9.9,11.3,1.7,0.3,14.7,21.0,,9.4,8.0,17.4,.104,,-0.4,-0.6,-1.0,2.0
2597,Sean May,mayse01,Career,,,NBA,,119,1868,14.9,.508,.018,.322,9.5,21.2,15.2,10.9,1.5,1.9,14.2,22.8,,0.5,2.2,2.6,.068,,-2.5,0.2,-2.4,-0.2
2598,Lee Mayberry,maybele01,Career,,,NBA,,496,10337,10.1,.516,.440,.177,1.6,5.8,3.6,25.5,1.8,0.3,19.3,13.2,,6.4,1.5,7.9,.036,,-1.5,-3.0,-4.5,-6.6
2600,Tharon Mayes,mayesth01,Career,,,NBA,,24,255,6.4,.431,.414,.364,1.4,5.8,3.6,20.0,3.2,0.5,21.3,25.1,,-0.6,0.2,-0.4,-0.075,,-4.3,-2.2,-6.5,-0.3
2601,Bill Mayfield,mayfibi01,Career,,,NBA,,7,54,6.8,.450,.000,.111,14.2,4.2,9.2,2.5,0.0,1.0,13.7,16.1,,0.0,0.0,0.0,.000,,-2.6,-3.8,-6.4,-0.1
2603,Eric Maynor,maynoer01,Career,,,NBA,,267,3896,10.6,.470,.283,.185,2.1,8.2,5.2,29.5,1.5,0.4,18.8,17.3,,0.5,2.8,3.3,.041,,-2.3,-2.4,-4.7,-2.7
2604,O.J. Mayo,mayooj01,Career,,,NBA,,547,16919,13.4,.530,.349,.206,2.0,9.8,5.9,15.6,1.7,0.7,13.7,22.1,,10.1,11.7,21.8,.062,,0.5,-1.3,-0.8,5.1
2605,Travis Mays,maystr01,Career,,,NBA,,115,2964,11.7,.518,.274,.396,2.8,6.2,4.4,16.8,1.7,0.3,14.8,20.9,,1.0,1.4,2.4,.039,,-0.6,-2.0,-2.6,-0.5
2607,Luc Mbah a Moute,mbahalu01,Career,,,NBA,,678,15866,10.6,.516,.164,.329,6.6,13.3,9.9,5.7,1.9,1.3,13.3,13.6,,6.5,19.2,25.6,.078,,-2.2,1.4,-0.8,4.7
2608,Bob McAdoo,mcadobo01,Career,,,NBA,,852,28327,20.7,.551,.003,.354,7.6,21.8,14.7,10.5,1.3,2.3,14.3,25.8,,56.3,32.8,89.1,.151,,2.2,-0.2,2.1,26.5
2609,James Michael McAdoo,mcadoja01,Career,,,NBA,,111,874,14.6,.549,.067,.468,10.4,12.9,11.7,5.8,1.8,4.1,12.1,17.1,,1.0,1.4,2.4,.133,,-2.2,1.1,-1.0,0.2
2611,Ray McCallum,mccalra01,Career,,,NBA,,154,2808,11.0,.470,.231,.155,3.2,9.1,6.2,20.7,1.4,0.8,13.1,17.8,,0.7,1.4,2.1,.035,,-1.4,-1.4,-2.8,-0.6
2612,Bob McCann,mccanbo01,Career,,,NBA,,178,2385,10.2,.507,.008,.409,7.8,15.5,11.7,6.6,1.7,2.2,15.5,16.1,,-0.2,2.2,2.0,.041,,-3.4,0.2,-3.3,-0.8
2614,Mel McCants,mccanme01,Career,,,NBA,,13,65,5.1,.373,.000,.308,1.8,8.5,5.3,4.1,2.3,0.9,3.3,20.0,,-0.1,0.1,0.0,-0.003,,-6.7,-1.9,-8.5,-0.1
2615,Rashad McCants,mccanra01,Career,,,NBA,,249,5037,12.9,.528,.370,.215,2.6,9.2,5.9,11.5,1.9,0.9,13.4,24.6,,0.4,3.2,3.6,.035,,-0.3,-2.2,-2.5,-0.6
2617,Andre McCarter,mccaran01,Career,,,NBA,,103,1182,10.4,.462,.020,.175,2.8,5.7,4.2,19.3,1.4,0.0,14.0,15.1,,0.4,0.8,1.1,.046,,-2.6,-1.9,-4.5,-0.7
2621,Kelly McCarty,mccarke01,Career,,,NBA,,2,4,31.7,.667,.000,.000,56.0,29.9,43.3,0.0,0.0,0.0,40.0,56.6,,0.0,0.0,0.0,-0.238,,-7.2,-17.5,-24.8,0.0
2622,Walter McCarty,mccarwa01,Career,,,NBA,,593,10374,10.1,.501,.473,.214,4.4,12.9,8.6,10.3,1.9,1.3,14.6,15.4,,3.5,10.3,13.7,.064,,-1.4,0.0,-1.4,1.7
2623,Amal McCaskill,mccasam01,Career,,,NBA,,114,968,7.7,.416,.014,.321,9.2,16.5,12.9,6.1,1.3,2.8,17.5,14.3,,-0.8,1.3,0.5,.024,,-5.4,1.0,-4.4,-0.6
2624,Patrick McCaw,mccawpa01,Career,,,NBA,,128,2035,8.0,.510,.432,.151,2.2,7.4,5.0,9.8,1.8,1.0,13.3,12.4,,0.3,2.1,2.4,.056,,-2.2,-0.3,-2.5,-0.3
2625,Dwayne McClain,mccladw01,Career,,,NBA,,45,461,8.3,.402,.050,.194,3.3,3.7,3.5,20.2,3.9,0.5,17.0,21.0,,-0.9,0.6,-0.3,-0.026,,-4.6,-0.2,-4.8,-0.3
2626,Ted McClain,mcclate01,Career,,,TOT,,555,12683,12.5,.501,.030,.299,3.9,9.1,6.5,19.5,3.2,0.4,20.5,18.3,,4.3,16.9,21.2,.080,,-1.1,1.4,0.4,5.9
2627,Dan McClintock,mcclida01,Career,,,NBA,,6,58,9.9,.446,.000,.278,18.5,13.3,15.9,2.9,0.0,2.4,12.9,17.8,,0.0,0.0,0.0,.007,,-3.4,-3.2,-6.6,-0.1
2629,George McCloud,mccloge01,Career,,,NBA,,766,17429,12.7,.515,.419,.215,4.1,10.9,7.5,15.7,1.7,0.8,13.7,19.4,,13.7,10.9,24.6,.068,,0.4,-1.1,-0.7,5.6
2630,C.J. McCollum,mccolcj01,Career,,,NBA,,336,9768,17.4,.555,.328,.179,2.0,9.0,5.5,17.1,1.5,0.9,10.2,26.1,,15.2,7.2,22.4,.110,,2.0,-1.6,0.3,5.8
2633,T.J. McConnell,mccontj01,Career,,,NBA,,232,5357,13.5,.519,.148,.124,2.4,12.2,7.3,33.6,2.9,0.5,22.1,15.0,,3.1,6.1,9.2,.082,,-1.9,0.3,-1.6,0.5
2634,Keith McCord,mccorke01,Career,,,NBA,,2,9,7.9,.500,.000,.000,11.6,11.8,11.7,16.5,0.0,0.0,33.3,26.8,,0.0,0.0,0.0,-0.136,,-6.3,-1.4,-7.7,0.0
2635,Tim McCormick,mccorti01,Career,,,NBA,,483,10390,12.8,.579,.006,.460,8.5,17.6,13.1,6.9,0.7,1.1,15.1,16.5,,12.3,9.2,21.5,.099,,-1.0,-0.4,-1.5,1.4
2636,Jelani McCoy,mccoyje01,Career,,,NBA,,260,3824,12.6,.541,.000,.388,8.3,19.2,13.6,5.7,1.0,3.6,18.1,16.0,,1.5,3.6,5.1,.064,,-3.4,0.3,-3.1,-1.1
2638,Chris McCray,mccrach01,Career,,,NBA,,5,12,-20.7,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,40.0,18.8,,-0.1,0.0,-0.1,-0.537,,-20.6,-4.0,-24.6,-0.1
2639,Rodney McCray,mccraro01,Career,,,NBA,,768,24876,14.4,.556,.031,.361,7.2,15.2,11.2,15.1,1.1,1.1,14.9,15.8,,32.7,23.3,56.0,.108,,0.4,1.2,1.6,23.0
2640,Scooter McCray,mccrasc01,Career,,,NBA,,77,892,8.3,.471,.000,.485,8.8,15.0,11.9,10.8,1.1,1.6,22.2,14.1,,-0.5,0.9,0.4,.023,,-4.1,0.8,-3.3,-0.3
2641,Erik McCree,mccreer01,Career,,,NBA,,4,8,-8.9,.000,.500,.000,0.0,14.1,7.1,0.0,6.3,0.0,33.3,16.9,,-0.1,0.0,-0.1,-0.338,,-17.3,2.5,-14.8,0.0
2642,Chris McCullough,mcculch01,Career,,,NBA,,59,532,13.2,.481,.268,.230,8.5,15.1,11.7,4.4,2.8,2.9,9.0,18.4,,0.0,0.6,0.6,.054,,-2.4,0.1,-2.3,0.0
2643,John McCullough,mcculjo01,Career,,,NBA,,8,23,30.7,.691,.000,.385,4.9,14.1,9.6,26.4,4.2,0.0,16.5,32.6,,0.1,0.0,0.1,.239,,6.6,0.1,6.8,0.1
2644,Clint McDaniel,mcdancl01,Career,,,NBA,,12,71,15.6,.499,.261,.696,4.9,11.5,8.2,15.4,3.6,0.0,6.2,19.8,,0.1,0.1,0.2,.151,,0.5,-0.6,-0.1,0.0
2645,Xavier McDaniel,mcdanxa01,Career,,,NBA,,870,25201,16.1,.522,.024,.261,9.2,14.7,11.9,11.0,1.5,1.0,12.7,24.5,,23.9,24.0,47.8,.091,,0.4,-0.3,0.1,13.4
2646,Jim McDaniels,mcdanji01,Career,,,TOT,,271,5242,16.8,.498,.000,.229,9.8,22.8,15.9,7.9,0.6,2.4,12.1,24.3,,3.9,5.1,9.1,.083,,-3.7,-0.5,-4.2,-1.0
2647,K.J. McDaniels,mcdankj01,Career,,,NBA,,148,2092,10.8,.512,.357,.298,4.8,12.1,8.4,7.7,1.7,3.6,16.5,18.9,,-0.8,2.1,1.3,.030,,-3.6,0.3,-3.3,-0.7
2648,Doug McDermott,mcderdo01,Career,,,NBA,,260,5379,10.5,.561,.412,.151,2.1,10.2,6.1,5.6,0.5,0.4,8.1,16.3,,5.2,2.5,7.8,.069,,-0.9,-2.3,-3.2,-1.6
2649,Ben McDonald,mcdonbe01,Career,,,NBA,,176,3692,8.3,.498,.044,.174,6.3,10.8,8.5,8.5,1.0,0.3,12.3,13.3,,1.5,1.0,2.5,.033,,-2.0,-0.8,-2.8,-0.8
2651,Michael McDonald,mcdonmi01,Career,,,NBA,,1,4,-22.1,,,,30.5,0.0,15.1,0.0,0.0,0.0,100.0,23.1,,-0.1,0.0,-0.1,-0.638,,-20.8,-2.6,-23.4,0.0
2653,Hank McDowell,mcdowha01,Career,,,NBA,,206,1857,10.0,.503,.014,.394,11.1,16.7,13.9,6.7,0.9,0.9,18.0,15.7,,0.6,1.4,2.0,.052,,-2.5,-1.0,-3.5,-0.7
2654,Antonio McDyess,mcdyean01,Career,,,NBA,,1015,28053,17.2,.529,.006,.313,10.2,21.2,15.7,8.1,1.5,2.8,12.3,21.4,,31.5,38.3,69.8,.119,,-0.8,1.2,0.3,16.4
2655,Jim McElroy,mcelrji01,Career,,,NBA,,418,10178,12.9,.518,.010,.315,2.4,5.6,4.0,20.1,1.7,0.6,17.4,19.4,,7.7,6.3,14.0,.066,,-1.0,-1.3,-2.3,-0.8
2656,Patrick McFarland,mcfarpa01,Career,,,ABA,,148,1977,13.3,.491,.047,.155,5.9,9.5,7.7,15.8,1.7,0.3,15.6,22.2,,0.7,1.8,2.4,.059,,-1.0,-1.2,-2.2,-0.1
2657,Ivan McFarlin,mcfariv01,Career,,,NBA,,11,41,12.2,.466,.077,.538,20.6,11.7,16.1,4.0,0.0,0.0,5.9,19.2,,0.1,0.0,0.1,.102,,-0.7,-4.8,-5.5,0.0
2659,Mitch McGary,mcgarmi01,Career,,,NBA,,52,557,15.4,.540,.032,.266,11.2,23.8,17.6,4.8,1.5,2.5,15.3,19.1,,0.4,0.8,1.3,.108,,-2.8,-0.3,-3.1,-0.2
2660,JaVale McGee,mcgeeja01,Career,,,NBA,,554,9290,19.0,.571,.005,.346,12.0,20.2,16.1,3.3,1.1,7.0,12.1,19.7,,13.2,12.6,25.7,.133,,-1.7,1.2,-0.5,3.5
2661,Mike McGee,mcgeemi01,Career,,,NBA,,520,9271,14.0,.535,.202,.191,6.8,6.7,6.7,9.9,1.9,0.3,11.9,23.1,,8.0,7.1,15.1,.078,,1.0,-1.9,-0.9,2.5
2663,George McGinnis,mcginge01,Career,,,TOT,,842,28179,20.0,.509,.022,.450,11.0,21.3,16.1,16.3,2.5,0.8,17.3,27.3,,28.5,46.1,74.6,.127,,1.8,1.6,3.5,31.3
2665,Tracy McGrady,mcgratr01,Career,,,NBA,,938,30658,22.1,.519,.207,.338,4.7,15.0,9.8,26.3,2.0,1.9,10.3,29.3,,60.9,36.4,97.3,.152,,3.9,0.7,4.6,50.6
2668,Rodney McGruder,mcgruro01,Career,,,NBA,,92,2203,9.3,.514,.477,.145,5.1,9.1,7.1,8.6,1.2,0.7,9.7,12.3,,1.5,1.9,3.5,.076,,-0.8,0.4,-0.4,0.9
2672,Dominic McGuire,mcguido01,Career,,,NBA,,342,5348,9.8,.454,.017,.262,7.4,18.4,12.8,11.5,1.5,2.8,19.0,11.0,,-0.1,4.2,4.1,.037,,-3.5,1.9,-1.6,0.6
2673,Kevin McHale,mchalke01,Career,,,NBA,,971,30118,20.0,.605,.013,.369,9.2,16.9,13.2,8.1,0.6,3.2,11.7,22.4,,76.0,37.1,113.0,.180,,2.2,0.3,2.5,33.9
2675,Jim McIlvaine,mcilvji01,Career,,,NBA,,401,5927,10.0,.475,.011,.430,9.4,15.2,12.3,2.6,1.2,8.8,17.0,10.4,,0.5,9.0,9.4,.076,,-4.4,4.2,-0.1,2.8
